"id","province","district","urban_rural","age_group","gender","education_level","employed","health_insurance","income","stratum","psu","weight"
219,"Prov8","Dist20","Rural","65+","Male","Tertiary",0,0,24331,"Prov8_Rural","Prov8_Rural_9",98.3084531593788
220,"Prov9","Dist21","Urban","65+","Female","Primary",1,1,69281,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
221,"Prov4","Dist12","Urban","0-14","Female","Secondary",1,1,71964,"Prov4_Urban","Prov4_Urban_4",125.766945545763
222,"Prov5","Dist5","Rural","45-64","Female","Secondary",0,0,57506,"Prov5_Rural","Prov5_Rural_15",110.289452423252
223,"Prov10","Dist22","Urban","25-44","Male","Tertiary",0,0,68335,"Prov10_Urban","Prov10_Urban_9",95.3933680941479
224,"Prov5","Dist24","Urban","25-44","Male","Primary",0,0,58232,"Prov5_Urban","Prov5_Urban_2",114.42922458093
225,"Prov5","Dist24","Urban","0-14","Male","Secondary",0,0,29102,"Prov5_Urban","Prov5_Urban_11",114.42922458093
226,"Prov10","Dist26","Rural","0-14","Female","None",0,1,7598,"Prov10_Rural","Prov10_Rural_7",93.3899526908694
227,"Prov9","Dist11","Rural","65+","Male","Primary",0,0,8861,"Prov9_Rural","Prov9_Rural_11",102.574445888518
228,"Prov3","Dist13","Rural","0-14","Female","None",0,1,40021,"Prov3_Rural","Prov3_Rural_10",112.399215311118
229,"Prov4","Dist24","Rural","65+","Female","Tertiary",0,0,18504,"Prov4_Rural","Prov4_Rural_13",95.2025594827289
230,"Prov1","Dist30","Urban","65+","Female","Tertiary",1,1,81267,"Prov1_Urban","Prov1_Urban_17",103.035300315577
231,"Prov8","Dist16","Urban","15-24","Female","Tertiary",0,1,159104,"Prov8_Urban","Prov8_Urban_3",86.7516533136787
232,"Prov5","Dist25","Rural","45-64","Male","None",0,1,22314,"Prov5_Rural","Prov5_Rural_8",110.289452423252
233,"Prov4","Dist11","Rural","0-14","Female","Primary",0,0,33043,"Prov4_Rural","Prov4_Rural_10",95.2025594827289
234,"Prov9","Dist2","Rural","0-14","Male","Primary",1,1,17593,"Prov9_Rural","Prov9_Rural_8",102.574445888518
235,"Prov2","Dist28","Rural","0-14","Male","Primary",1,0,30205,"Prov2_Rural","Prov2_Rural_15",104.857453934119
236,"Prov6","Dist30","Rural","45-64","Male","Primary",0,1,17852,"Prov6_Rural","Prov6_Rural_9",115.536655419542
237,"Prov4","Dist3","Urban","15-24","Male","Secondary",1,1,57150,"Prov4_Urban","Prov4_Urban_7",125.766945545763
238,"Prov10","Dist1","Rural","65+","Male","Primary",0,0,43125,"Prov10_Rural","Prov10_Rural_7",93.3899526908694
239,"Prov9","Dist23","Rural","25-44","Female","None",0,0,20531,"Prov9_Rural","Prov9_Rural_17",102.574445888518
240,"Prov10","Dist30","Rural","45-64","Male","Secondary",1,1,98121,"Prov10_Rural","Prov10_Rural_18",93.3899526908694
241,"Prov1","Dist9","Rural","0-14","Female","Primary",0,0,10746,"Prov1_Rural","Prov1_Rural_8",139.103490345743
242,"Prov4","Dist3","Urban","0-14","Female","Tertiary",1,1,79648,"Prov4_Urban","Prov4_Urban_13",125.766945545763
243,"Prov8","Dist24","Rural","15-24","Male","Tertiary",1,1,67900,"Prov8_Rural","Prov8_Rural_3",98.3084531593788
244,"Prov4","Dist4","Rural","45-64","Male","Secondary",0,0,25831,"Prov4_Rural","Prov4_Rural_18",95.2025594827289
245,"Prov9","Dist26","Rural","0-14","Female","Secondary",0,0,21863,"Prov9_Rural","Prov9_Rural_5",102.574445888518
246,"Prov6","Dist10","Rural","25-44","Female","Tertiary",0,0,85185,"Prov6_Rural","Prov6_Rural_9",115.536655419542
247,"Prov9","Dist13","Urban","25-44","Female","Secondary",1,1,65388,"Prov9_Urban","Prov9_Urban_10",80.6751578884808
248,"Prov7","Dist14","Rural","15-24","Male","Primary",0,0,28087,"Prov7_Rural","Prov7_Rural_17",94.777534377427
249,"Prov10","Dist21","Rural","45-64","Female","Secondary",1,1,39377,"Prov10_Rural","Prov10_Rural_7",93.3899526908694
250,"Prov1","Dist24","Rural","65+","Female","None",0,0,6657,"Prov1_Rural","Prov1_Rural_3",139.103490345743
251,"Prov8","Dist17","Rural","65+","Male","Primary",0,0,21796,"Prov8_Rural","Prov8_Rural_2",98.3084531593788
252,"Prov7","Dist20","Rural","45-64","Female","Primary",0,1,3202,"Prov7_Rural","Prov7_Rural_2",94.777534377427
253,"Prov1","Dist3","Urban","25-44","Male","Secondary",0,0,21015,"Prov1_Urban","Prov1_Urban_1",103.035300315577
254,"Prov8","Dist2","Rural","25-44","Male","Secondary",0,0,35288,"Prov8_Rural","Prov8_Rural_20",98.3084531593788
255,"Prov1","Dist8","Urban","0-14","Male","None",0,1,24619,"Prov1_Urban","Prov1_Urban_2",103.035300315577
256,"Prov4","Dist5","Rural","65+","Male","Primary",0,0,14834,"Prov4_Rural","Prov4_Rural_18",95.2025594827289
257,"Prov5","Dist13","Rural","0-14","Male","Tertiary",0,0,20945,"Prov5_Rural","Prov5_Rural_8",110.289452423252
258,"Prov7","Dist16","Rural","45-64","Female","None",0,0,19209,"Prov7_Rural","Prov7_Rural_17",94.777534377427
259,"Prov7","Dist24","Rural","0-14","Female","Primary",1,0,34962,"Prov7_Rural","Prov7_Rural_17",94.777534377427
260,"Prov3","Dist25","Rural","15-24","Female","Secondary",0,0,28844,"Prov3_Rural","Prov3_Rural_6",112.399215311118
261,"Prov9","Dist4","Rural","0-14","Male","Tertiary",1,0,56304,"Prov9_Rural","Prov9_Rural_14",102.574445888518
262,"Prov5","Dist5","Rural","25-44","Male","Primary",0,0,11042,"Prov5_Rural","Prov5_Rural_5",110.289452423252
263,"Prov2","Dist28","Urban","0-14","Male","Secondary",0,0,62141,"Prov2_Urban","Prov2_Urban_8",131.832986879423
264,"Prov10","Dist5","Rural","0-14","Female","Tertiary",0,0,43486,"Prov10_Rural","Prov10_Rural_4",93.3899526908694
265,"Prov10","Dist2","Urban","15-24","Male","Tertiary",0,0,52994,"Prov10_Urban","Prov10_Urban_17",95.3933680941479
266,"Prov2","Dist16","Urban","15-24","Female","Tertiary",0,1,18924,"Prov2_Urban","Prov2_Urban_10",131.832986879423
267,"Prov9","Dist29","Urban","25-44","Female","Primary",0,0,56331,"Prov9_Urban","Prov9_Urban_12",80.6751578884808
268,"Prov6","Dist14","Rural","45-64","Female","Secondary",1,0,20590,"Prov6_Rural","Prov6_Rural_13",115.536655419542
269,"Prov2","Dist23","Urban","65+","Female","Tertiary",0,1,80581,"Prov2_Urban","Prov2_Urban_16",131.832986879423
270,"Prov8","Dist4","Rural","25-44","Male","Secondary",0,0,27051,"Prov8_Rural","Prov8_Rural_14",98.3084531593788
271,"Prov2","Dist17","Rural","25-44","Female","Secondary",0,0,22497,"Prov2_Rural","Prov2_Rural_9",104.857453934119
272,"Prov5","Dist6","Rural","15-24","Male","Primary",1,1,49541,"Prov5_Rural","Prov5_Rural_2",110.289452423252
273,"Prov3","Dist4","Urban","15-24","Male","Tertiary",0,0,55194,"Prov3_Urban","Prov3_Urban_18",95.0637042351494
274,"Prov6","Dist24","Rural","45-64","Male","Primary",1,1,77440,"Prov6_Rural","Prov6_Rural_10",115.536655419542
275,"Prov2","Dist23","Rural","15-24","Female","Tertiary",1,0,95180,"Prov2_Rural","Prov2_Rural_17",104.857453934119
276,"Prov2","Dist13","Rural","15-24","Male","Secondary",0,0,39667,"Prov2_Rural","Prov2_Rural_12",104.857453934119
277,"Prov7","Dist14","Rural","65+","Male","Secondary",0,1,41038,"Prov7_Rural","Prov7_Rural_3",94.777534377427
278,"Prov7","Dist27","Urban","45-64","Male","Tertiary",1,1,67591,"Prov7_Urban","Prov7_Urban_10",77.4277643529747
279,"Prov1","Dist19","Rural","65+","Female","Tertiary",0,0,62269,"Prov1_Rural","Prov1_Rural_1",139.103490345743
280,"Prov10","Dist19","Urban","15-24","Female","Secondary",0,0,52480,"Prov10_Urban","Prov10_Urban_2",95.3933680941479
281,"Prov3","Dist20","Urban","15-24","Female","Primary",0,0,30481,"Prov3_Urban","Prov3_Urban_19",95.0637042351494
282,"Prov7","Dist14","Rural","0-14","Male","Secondary",0,0,26761,"Prov7_Rural","Prov7_Rural_10",94.777534377427
283,"Prov8","Dist7","Rural","45-64","Male","Tertiary",1,1,76457,"Prov8_Rural","Prov8_Rural_20",98.3084531593788
284,"Prov9","Dist22","Rural","45-64","Male","None",0,0,14197,"Prov9_Rural","Prov9_Rural_14",102.574445888518
285,"Prov4","Dist6","Rural","25-44","Female","Primary",0,0,30362,"Prov4_Rural","Prov4_Rural_6",95.2025594827289
286,"Prov10","Dist25","Rural","15-24","Male","Secondary",0,0,67053,"Prov10_Rural","Prov10_Rural_18",93.3899526908694
287,"Prov10","Dist3","Rural","65+","Female","Primary",0,0,17644,"Prov10_Rural","Prov10_Rural_20",93.3899526908694
288,"Prov9","Dist21","Rural","25-44","Male","Secondary",0,0,30461,"Prov9_Rural","Prov9_Rural_9",102.574445888518
289,"Prov10","Dist19","Rural","0-14","Male","Secondary",0,0,21174,"Prov10_Rural","Prov10_Rural_8",93.3899526908694
290,"Prov9","Dist12","Rural","45-64","Female","Primary",0,0,19284,"Prov9_Rural","Prov9_Rural_7",102.574445888518
291,"Prov3","Dist4","Urban","45-64","Female","Primary",0,1,80967,"Prov3_Urban","Prov3_Urban_7",95.0637042351494
292,"Prov2","Dist2","Urban","45-64","Female","Secondary",0,1,36413,"Prov2_Urban","Prov2_Urban_16",131.832986879423
293,"Prov3","Dist8","Rural","65+","Male","Secondary",0,0,76653,"Prov3_Rural","Prov3_Rural_16",112.399215311118
294,"Prov9","Dist30","Rural","65+","Female","Primary",0,0,16037,"Prov9_Rural","Prov9_Rural_5",102.574445888518
295,"Prov10","Dist24","Urban","45-64","Female","Secondary",0,0,32698,"Prov10_Urban","Prov10_Urban_15",95.3933680941479
296,"Prov4","Dist2","Urban","0-14","Male","Tertiary",1,0,210742,"Prov4_Urban","Prov4_Urban_2",125.766945545763
297,"Prov5","Dist1","Rural","65+","Female","Tertiary",0,0,61494,"Prov5_Rural","Prov5_Rural_7",110.289452423252
298,"Prov6","Dist9","Urban","45-64","Male","None",0,0,53515,"Prov6_Urban","Prov6_Urban_20",106.840376940182
299,"Prov3","Dist19","Urban","15-24","Female","Secondary",0,0,51466,"Prov3_Urban","Prov3_Urban_6",95.0637042351494
300,"Prov9","Dist7","Urban","0-14","Female","Tertiary",1,0,166497,"Prov9_Urban","Prov9_Urban_11",80.6751578884808
301,"Prov4","Dist5","Rural","15-24","Male","Primary",0,0,40233,"Prov4_Rural","Prov4_Rural_5",95.2025594827289
302,"Prov5","Dist13","Urban","45-64","Male","Primary",0,1,26599,"Prov5_Urban","Prov5_Urban_12",114.42922458093
303,"Prov4","Dist10","Rural","25-44","Female","Secondary",0,0,16170,"Prov4_Rural","Prov4_Rural_3",95.2025594827289
304,"Prov5","Dist16","Rural","45-64","Female","Primary",0,1,32311,"Prov5_Rural","Prov5_Rural_9",110.289452423252
305,"Prov6","Dist7","Rural","15-24","Male","None",0,0,16690,"Prov6_Rural","Prov6_Rural_18",115.536655419542
306,"Prov9","Dist25","Rural","65+","Female","Primary",1,1,65090,"Prov9_Rural","Prov9_Rural_5",102.574445888518
307,"Prov1","Dist17","Rural","15-24","Male","Secondary",0,1,11333,"Prov1_Rural","Prov1_Rural_10",139.103490345743
308,"Prov7","Dist20","Urban","65+","Male","Tertiary",0,0,30279,"Prov7_Urban","Prov7_Urban_14",77.4277643529747
309,"Prov5","Dist9","Urban","65+","Male","Secondary",0,1,133723,"Prov5_Urban","Prov5_Urban_8",114.42922458093
310,"Prov6","Dist24","Urban","25-44","Male","Tertiary",1,1,81735,"Prov6_Urban","Prov6_Urban_6",106.840376940182
311,"Prov9","Dist30","Rural","15-24","Male","Primary",0,0,25740,"Prov9_Rural","Prov9_Rural_15",102.574445888518
312,"Prov3","Dist6","Urban","65+","Male","Tertiary",0,1,194234,"Prov3_Urban","Prov3_Urban_11",95.0637042351494
313,"Prov10","Dist11","Rural","65+","Male","Primary",0,0,14418,"Prov10_Rural","Prov10_Rural_8",93.3899526908694
314,"Prov3","Dist23","Urban","25-44","Female","None",0,0,19035,"Prov3_Urban","Prov3_Urban_3",95.0637042351494
315,"Prov6","Dist29","Urban","25-44","Male","Secondary",0,0,24379,"Prov6_Urban","Prov6_Urban_15",106.840376940182
316,"Prov4","Dist15","Rural","15-24","Female","Tertiary",0,0,59212,"Prov4_Rural","Prov4_Rural_4",95.2025594827289
317,"Prov10","Dist14","Rural","15-24","Female","Primary",0,1,34266,"Prov10_Rural","Prov10_Rural_16",93.3899526908694
318,"Prov6","Dist6","Urban","15-24","Male","Secondary",0,1,87978,"Prov6_Urban","Prov6_Urban_13",106.840376940182
319,"Prov6","Dist24","Rural","0-14","Male","Tertiary",1,1,195019,"Prov6_Rural","Prov6_Rural_15",115.536655419542
320,"Prov8","Dist6","Rural","65+","Male","Tertiary",0,0,13449,"Prov8_Rural","Prov8_Rural_13",98.3084531593788
321,"Prov7","Dist13","Urban","45-64","Male","Secondary",1,0,17689,"Prov7_Urban","Prov7_Urban_9",77.4277643529747
322,"Prov3","Dist6","Urban","45-64","Male","Tertiary",1,1,126215,"Prov3_Urban","Prov3_Urban_17",95.0637042351494
323,"Prov6","Dist27","Rural","15-24","Female","Secondary",0,0,53842,"Prov6_Rural","Prov6_Rural_12",115.536655419542
324,"Prov2","Dist2","Rural","25-44","Male","Secondary",0,0,30515,"Prov2_Rural","Prov2_Rural_11",104.857453934119
325,"Prov10","Dist29","Rural","65+","Male","Secondary",0,0,15748,"Prov10_Rural","Prov10_Rural_9",93.3899526908694
326,"Prov6","Dist7","Rural","25-44","Male","Tertiary",0,0,60504,"Prov6_Rural","Prov6_Rural_1",115.536655419542
327,"Prov4","Dist4","Rural","25-44","Male","Tertiary",0,0,25937,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
328,"Prov5","Dist6","Urban","45-64","Male","Secondary",0,0,79351,"Prov5_Urban","Prov5_Urban_7",114.42922458093
329,"Prov1","Dist15","Urban","65+","Female","Primary",0,0,82312,"Prov1_Urban","Prov1_Urban_7",103.035300315577
330,"Prov9","Dist12","Rural","65+","Female","Secondary",0,0,108207,"Prov9_Rural","Prov9_Rural_3",102.574445888518
331,"Prov3","Dist2","Rural","65+","Male","Tertiary",0,1,32636,"Prov3_Rural","Prov3_Rural_3",112.399215311118
332,"Prov5","Dist10","Urban","0-14","Male","Secondary",1,0,85050,"Prov5_Urban","Prov5_Urban_17",114.42922458093
333,"Prov10","Dist30","Urban","15-24","Female","Secondary",1,1,71900,"Prov10_Urban","Prov10_Urban_7",95.3933680941479
334,"Prov2","Dist16","Rural","45-64","Female","Tertiary",1,1,47240,"Prov2_Rural","Prov2_Rural_6",104.857453934119
335,"Prov9","Dist10","Rural","45-64","Female","Secondary",0,0,48120,"Prov9_Rural","Prov9_Rural_18",102.574445888518
336,"Prov10","Dist6","Urban","25-44","Female","Secondary",0,0,53909,"Prov10_Urban","Prov10_Urban_10",95.3933680941479
337,"Prov10","Dist7","Rural","25-44","Female","Secondary",0,1,12566,"Prov10_Rural","Prov10_Rural_9",93.3899526908694
338,"Prov8","Dist19","Urban","45-64","Female","Secondary",0,0,47785,"Prov8_Urban","Prov8_Urban_9",86.7516533136787
339,"Prov1","Dist6","Urban","15-24","Male","Secondary",0,1,54023,"Prov1_Urban","Prov1_Urban_9",103.035300315577
340,"Prov5","Dist22","Rural","0-14","Male","Tertiary",0,0,9739,"Prov5_Rural","Prov5_Rural_6",110.289452423252
341,"Prov8","Dist27","Urban","15-24","Female","Tertiary",1,1,131261,"Prov8_Urban","Prov8_Urban_1",86.7516533136787
342,"Prov5","Dist20","Rural","15-24","Male","Secondary",0,0,18421,"Prov5_Rural","Prov5_Rural_13",110.289452423252
343,"Prov1","Dist18","Urban","15-24","Male","Tertiary",1,1,30488,"Prov1_Urban","Prov1_Urban_6",103.035300315577
344,"Prov8","Dist4","Urban","15-24","Male","Tertiary",1,1,61492,"Prov8_Urban","Prov8_Urban_4",86.7516533136787
345,"Prov2","Dist11","Urban","65+","Male","Tertiary",0,0,56495,"Prov2_Urban","Prov2_Urban_7",131.832986879423
346,"Prov8","Dist10","Urban","25-44","Female","Secondary",1,1,65873,"Prov8_Urban","Prov8_Urban_6",86.7516533136787
347,"Prov8","Dist4","Rural","25-44","Female","None",1,1,20397,"Prov8_Rural","Prov8_Rural_3",98.3084531593788
348,"Prov10","Dist25","Rural","65+","Female","None",0,0,15062,"Prov10_Rural","Prov10_Rural_10",93.3899526908694
349,"Prov2","Dist9","Urban","45-64","Male","Primary",0,0,14674,"Prov2_Urban","Prov2_Urban_16",131.832986879423
350,"Prov8","Dist6","Rural","65+","Male","Tertiary",1,1,86028,"Prov8_Rural","Prov8_Rural_12",98.3084531593788
351,"Prov9","Dist5","Urban","25-44","Female","None",0,0,43022,"Prov9_Urban","Prov9_Urban_4",80.6751578884808
352,"Prov10","Dist2","Rural","65+","Male","Primary",0,1,17085,"Prov10_Rural","Prov10_Rural_5",93.3899526908694
353,"Prov2","Dist3","Rural","15-24","Male","None",0,0,22798,"Prov2_Rural","Prov2_Rural_11",104.857453934119
354,"Prov1","Dist8","Urban","45-64","Male","Secondary",1,0,54648,"Prov1_Urban","Prov1_Urban_8",103.035300315577
355,"Prov10","Dist17","Rural","0-14","Female","Secondary",0,0,57394,"Prov10_Rural","Prov10_Rural_19",93.3899526908694
356,"Prov4","Dist10","Rural","65+","Female","Primary",0,0,8567,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
357,"Prov2","Dist9","Rural","65+","Female","Secondary",0,1,51900,"Prov2_Rural","Prov2_Rural_7",104.857453934119
358,"Prov7","Dist11","Urban","25-44","Male","Primary",1,1,37447,"Prov7_Urban","Prov7_Urban_16",77.4277643529747
359,"Prov8","Dist26","Rural","25-44","Female","Tertiary",0,0,29748,"Prov8_Rural","Prov8_Rural_6",98.3084531593788
360,"Prov1","Dist26","Rural","15-24","Male","Secondary",1,0,87575,"Prov1_Rural","Prov1_Rural_1",139.103490345743
361,"Prov7","Dist6","Rural","0-14","Male","None",0,0,31307,"Prov7_Rural","Prov7_Rural_13",94.777534377427
362,"Prov7","Dist1","Urban","0-14","Male","Tertiary",0,1,65668,"Prov7_Urban","Prov7_Urban_19",77.4277643529747
363,"Prov7","Dist23","Rural","45-64","Female","Secondary",0,0,31175,"Prov7_Rural","Prov7_Rural_3",94.777534377427
364,"Prov7","Dist28","Urban","0-14","Female","Tertiary",1,1,169800,"Prov7_Urban","Prov7_Urban_4",77.4277643529747
365,"Prov9","Dist5","Urban","25-44","Female","Secondary",0,0,23212,"Prov9_Urban","Prov9_Urban_4",80.6751578884808
366,"Prov2","Dist6","Urban","25-44","Male","Secondary",0,0,32013,"Prov2_Urban","Prov2_Urban_16",131.832986879423
367,"Prov8","Dist2","Rural","25-44","Female","Secondary",0,0,30456,"Prov8_Rural","Prov8_Rural_20",98.3084531593788
368,"Prov5","Dist18","Rural","0-14","Female","Tertiary",0,0,67319,"Prov5_Rural","Prov5_Rural_4",110.289452423252
369,"Prov7","Dist30","Urban","65+","Male","Secondary",0,0,43458,"Prov7_Urban","Prov7_Urban_9",77.4277643529747
370,"Prov4","Dist20","Rural","25-44","Female","Secondary",1,1,32488,"Prov4_Rural","Prov4_Rural_2",95.2025594827289
371,"Prov7","Dist11","Rural","65+","Male","Tertiary",1,0,93341,"Prov7_Rural","Prov7_Rural_8",94.777534377427
372,"Prov3","Dist1","Rural","0-14","Male","Primary",0,0,21996,"Prov3_Rural","Prov3_Rural_5",112.399215311118
373,"Prov1","Dist24","Urban","45-64","Female","Tertiary",1,1,84851,"Prov1_Urban","Prov1_Urban_9",103.035300315577
374,"Prov9","Dist13","Urban","25-44","Male","Primary",0,1,55178,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
375,"Prov4","Dist9","Rural","25-44","Female","Primary",0,1,4432,"Prov4_Rural","Prov4_Rural_5",95.2025594827289
376,"Prov4","Dist18","Rural","45-64","Male","Primary",0,1,20917,"Prov4_Rural","Prov4_Rural_2",95.2025594827289
377,"Prov7","Dist11","Urban","25-44","Male","Tertiary",0,0,91584,"Prov7_Urban","Prov7_Urban_19",77.4277643529747
378,"Prov7","Dist9","Rural","0-14","Female","Primary",0,0,21859,"Prov7_Rural","Prov7_Rural_1",94.777534377427
379,"Prov5","Dist14","Urban","45-64","Female","Secondary",1,1,26834,"Prov5_Urban","Prov5_Urban_8",114.42922458093
380,"Prov6","Dist4","Rural","15-24","Female","Tertiary",1,1,73801,"Prov6_Rural","Prov6_Rural_18",115.536655419542
381,"Prov6","Dist16","Rural","25-44","Male","Primary",0,0,19681,"Prov6_Rural","Prov6_Rural_4",115.536655419542
382,"Prov1","Dist8","Rural","65+","Male","Secondary",0,0,20842,"Prov1_Rural","Prov1_Rural_5",139.103490345743
383,"Prov5","Dist23","Rural","65+","Female","Primary",0,0,20198,"Prov5_Rural","Prov5_Rural_5",110.289452423252
384,"Prov7","Dist14","Urban","25-44","Female","Primary",1,1,133693,"Prov7_Urban","Prov7_Urban_3",77.4277643529747
385,"Prov6","Dist12","Rural","15-24","Female","Tertiary",0,0,47368,"Prov6_Rural","Prov6_Rural_12",115.536655419542
386,"Prov4","Dist30","Rural","65+","Female","Primary",0,0,30342,"Prov4_Rural","Prov4_Rural_5",95.2025594827289
387,"Prov6","Dist2","Urban","45-64","Male","Tertiary",1,1,80420,"Prov6_Urban","Prov6_Urban_4",106.840376940182
388,"Prov2","Dist29","Urban","15-24","Male","Tertiary",1,0,93160,"Prov2_Urban","Prov2_Urban_10",131.832986879423
389,"Prov8","Dist20","Urban","0-14","Female","Tertiary",1,0,54337,"Prov8_Urban","Prov8_Urban_14",86.7516533136787
390,"Prov6","Dist1","Rural","45-64","Male","Primary",0,1,20454,"Prov6_Rural","Prov6_Rural_11",115.536655419542
391,"Prov4","Dist17","Rural","0-14","Male","None",0,1,74785,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
392,"Prov9","Dist21","Rural","45-64","Male","Primary",0,0,21678,"Prov9_Rural","Prov9_Rural_2",102.574445888518
393,"Prov1","Dist5","Rural","15-24","Female","Primary",1,0,50696,"Prov1_Rural","Prov1_Rural_4",139.103490345743
394,"Prov10","Dist7","Urban","25-44","Male","Primary",0,1,53049,"Prov10_Urban","Prov10_Urban_20",95.3933680941479
395,"Prov8","Dist21","Urban","45-64","Male","Secondary",0,1,52801,"Prov8_Urban","Prov8_Urban_19",86.7516533136787
396,"Prov2","Dist2","Rural","25-44","Male","Secondary",1,1,85434,"Prov2_Rural","Prov2_Rural_8",104.857453934119
397,"Prov2","Dist24","Urban","0-14","Male","Secondary",1,0,108664,"Prov2_Urban","Prov2_Urban_7",131.832986879423
398,"Prov9","Dist3","Urban","45-64","Female","Primary",1,1,19193,"Prov9_Urban","Prov9_Urban_18",80.6751578884808
399,"Prov4","Dist28","Rural","45-64","Male","Secondary",0,0,83692,"Prov4_Rural","Prov4_Rural_13",95.2025594827289
400,"Prov8","Dist21","Urban","15-24","Female","None",0,0,31752,"Prov8_Urban","Prov8_Urban_10",86.7516533136787
401,"Prov3","Dist18","Urban","45-64","Female","Tertiary",1,1,41320,"Prov3_Urban","Prov3_Urban_9",95.0637042351494
