"respondent_id","age","urban_rural","education","mode","satisfaction","income_reported","responded","mode_weight"
411,22,"Urban","Medium","Web",3.9,22198,1,2.92361111111111
412,41,"Rural","Low","Face-to-face",6,62654,1,1.30944625407166
413,61,"Rural","Low","Face-to-face",6.8,29892,1,1.30944625407166
414,63,"Rural","Medium","Face-to-face",8.6,98757,1,1.30944625407166
415,42,"Urban","Medium","Web",7,114703,1,2.92361111111111
416,21,"Rural","Medium","Face-to-face",8.8,56381,0,1.30944625407166
417,33,"Rural","Medium","Face-to-face",8.6,57147,1,1.30944625407166
418,80,"Urban","Medium","Phone",8.2,77452,0,1.79284369114878
419,27,"Urban","Medium","Web",6.1,30924,0,2.92361111111111
420,23,"Rural","Medium","Face-to-face",8.3,223922,0,1.30944625407166
421,80,"Rural","High","Face-to-face",7.7,28458,1,1.30944625407166
422,55,"Urban","Low","Web",6.2,67084,0,2.92361111111111
423,67,"Rural","Medium","Face-to-face",8.9,77475,1,1.30944625407166
424,60,"Urban","Medium","Web",7.2,71964,1,2.92361111111111
425,68,"Rural","Medium","Face-to-face",7.6,32468,1,1.30944625407166
426,53,"Rural","Medium","Phone",9.2,19656,1,1.79284369114878
427,33,"Rural","Medium","Face-to-face",8.2,127003,1,1.30944625407166
428,19,"Rural","Low","Face-to-face",8.1,43836,1,1.30944625407166
429,48,"Rural","High","Phone",6.5,18140,0,1.79284369114878
430,55,"Rural","Low","Web",6.3,60029,0,2.92361111111111
431,56,"Urban","Medium","Web",7.1,121058,0,2.92361111111111
432,73,"Urban","Medium","Web",5.3,36608,1,2.92361111111111
433,43,"Rural","Medium","Face-to-face",7.7,57373,1,1.30944625407166
434,71,"Rural","Medium","Phone",8,27050,1,1.79284369114878
435,68,"Rural","Low","Face-to-face",9.3,37736,1,1.30944625407166
436,38,"Rural","Medium","Phone",7.4,41006,1,1.79284369114878
437,30,"Rural","Low","Phone",7.4,27889,1,1.79284369114878
438,37,"Urban","Low","Face-to-face",8.3,28139,1,1.30944625407166
439,22,"Urban","Low","Web",7.2,26633,0,2.92361111111111
440,54,"Urban","High","Web",7.4,50968,0,2.92361111111111
441,33,"Rural","High","Phone",8.1,31408,0,1.79284369114878
442,35,"Urban","Medium","Phone",7.3,36448,1,1.79284369114878
443,47,"Rural","Low","Face-to-face",8.4,40949,1,1.30944625407166
444,63,"Urban","Medium","Face-to-face",7.3,63347,1,1.30944625407166
445,75,"Rural","High","Phone",6.6,42883,1,1.79284369114878
446,20,"Urban","High","Web",5.3,29416,0,2.92361111111111
447,35,"Rural","High","Face-to-face",7.7,35229,1,1.30944625407166
448,74,"Rural","Medium","Phone",8.7,35551,0,1.79284369114878
449,58,"Rural","Medium","Phone",7,32271,0,1.79284369114878
450,41,"Urban","Medium","Web",4.9,46600,1,2.92361111111111
451,20,"Rural","Medium","Web",6.6,44289,0,2.92361111111111
452,44,"Urban","Low","Phone",7,63216,0,1.79284369114878
453,29,"Urban","High","Web",8.3,39832,0,2.92361111111111
454,62,"Urban","High","Phone",7,35418,1,1.79284369114878
455,51,"Urban","Medium","Phone",7.6,28517,1,1.79284369114878
456,65,"Rural","Medium","Face-to-face",7.9,37143,1,1.30944625407166
457,67,"Rural","Low","Face-to-face",8.3,30464,1,1.30944625407166
458,68,"Rural","Medium","Face-to-face",8.2,58447,1,1.30944625407166
459,72,"Urban","Medium","Face-to-face",7.2,39656,1,1.30944625407166
460,50,"Rural","Low","Face-to-face",8.9,82213,1,1.30944625407166
461,34,"Rural","Medium","Phone",6,29790,1,1.79284369114878
462,57,"Urban","Low","Phone",7.2,62559,1,1.79284369114878
463,26,"Rural","Low","Face-to-face",8.4,45509,0,1.30944625407166
464,25,"Rural","Medium","Face-to-face",8.2,15405,1,1.30944625407166
465,52,"Rural","Low","Face-to-face",8.3,27339,1,1.30944625407166
466,79,"Rural","Low","Phone",6.2,35704,0,1.79284369114878
467,72,"Rural","Low","Phone",7.1,41454,1,1.79284369114878
468,56,"Rural","High","Phone",7.8,60965,0,1.79284369114878
469,55,"Urban","Low","Web",6.8,30395,0,2.92361111111111
470,34,"Urban","High","Web",6.5,46910,0,2.92361111111111
471,57,"Rural","Low","Web",6.3,87622,0,2.92361111111111
472,64,"Rural","Low","Phone",6.4,84498,1,1.79284369114878
473,52,"Rural","Medium","Web",7.8,32734,0,2.92361111111111
474,19,"Urban","Medium","Face-to-face",7.9,28671,1,1.30944625407166
475,56,"Urban","Medium","Web",6.8,39226,1,2.92361111111111
476,28,"Rural","Low","Face-to-face",8.2,42812,1,1.30944625407166
477,59,"Urban","Low","Web",6.1,86800,0,2.92361111111111
478,67,"Rural","High","Phone",5.9,31846,0,1.79284369114878
479,38,"Rural","Low","Web",9,67101,0,2.92361111111111
480,80,"Rural","Medium","Face-to-face",7.2,52050,0,1.30944625407166
481,76,"Urban","Low","Face-to-face",7.2,18790,0,1.30944625407166
482,71,"Rural","Medium","Face-to-face",8.5,22962,1,1.30944625407166
483,33,"Urban","Low","Web",6.7,64560,0,2.92361111111111
484,54,"Rural","Medium","Face-to-face",7.7,43709,1,1.30944625407166
485,20,"Urban","Low","Phone",7.4,84577,0,1.79284369114878
486,64,"Urban","Low","Face-to-face",7.5,31809,1,1.30944625407166
487,48,"Rural","Low","Phone",7.3,48307,1,1.79284369114878
488,52,"Rural","Medium","Phone",6.4,43432,0,1.79284369114878
489,67,"Rural","High","Face-to-face",6.8,18424,1,1.30944625407166
490,30,"Rural","High","Phone",5.4,16946,1,1.79284369114878
491,32,"Rural","Medium","Face-to-face",8.9,66866,0,1.30944625407166
492,20,"Rural","High","Face-to-face",7.8,29368,1,1.30944625407166
493,35,"Urban","Low","Web",6.6,111991,0,2.92361111111111
494,57,"Rural","Low","Phone",5.9,34783,1,1.79284369114878
495,33,"Urban","Medium","Web",6.6,25186,0,2.92361111111111
496,38,"Rural","Low","Face-to-face",9.7,24966,1,1.30944625407166
497,61,"Rural","Medium","Face-to-face",7.6,72067,1,1.30944625407166
498,36,"Urban","Low","Phone",6.2,29622,0,1.79284369114878
499,20,"Rural","Medium","Face-to-face",8.9,15355,1,1.30944625407166
500,36,"Rural","Medium","Phone",6.3,39543,0,1.79284369114878
501,52,"Rural","Medium","Face-to-face",7.4,51685,1,1.30944625407166
502,31,"Urban","Medium","Phone",6.7,50506,0,1.79284369114878
503,20,"Urban","Medium","Face-to-face",5.7,49166,0,1.30944625407166
504,60,"Rural","High","Phone",7.5,33504,0,1.79284369114878
505,69,"Rural","Medium","Face-to-face",9.7,102099,1,1.30944625407166
506,55,"Rural","Low","Face-to-face",7.3,36963,1,1.30944625407166
507,37,"Urban","Medium","Web",7.5,65861,0,2.92361111111111
508,59,"Rural","Medium","Phone",5.6,63270,1,1.79284369114878
509,35,"Urban","Low","Phone",6.5,51149,1,1.79284369114878
510,48,"Rural","High","Face-to-face",8.5,31861,1,1.30944625407166
511,59,"Rural","High","Face-to-face",8.2,44120,1,1.30944625407166
512,71,"Urban","Medium","Face-to-face",8.6,32657,0,1.30944625407166
513,63,"Rural","High","Phone",5.1,35307,0,1.79284369114878
514,37,"Rural","Medium","Phone",6.4,37352,1,1.79284369114878
515,26,"Urban","Medium","Face-to-face",7.9,10365,1,1.30944625407166
516,43,"Rural","Medium","Web",6.3,61889,0,2.92361111111111
517,37,"Rural","Medium","Phone",8,50059,0,1.79284369114878
518,21,"Rural","Low","Web",6.7,19006,0,2.92361111111111
519,49,"Rural","Medium","Phone",6.6,45460,1,1.79284369114878
520,66,"Urban","Medium","Phone",7.9,26664,0,1.79284369114878
521,60,"Urban","Medium","Phone",4.9,45904,0,1.79284369114878
522,64,"Urban","High","Web",7.3,74542,1,2.92361111111111
523,18,"Rural","Medium","Face-to-face",6.9,14053,0,1.30944625407166
524,23,"Rural","Medium","Web",5.4,45030,0,2.92361111111111
525,43,"Rural","Low","Web",6.7,30146,1,2.92361111111111
526,47,"Urban","High","Phone",8.3,41220,1,1.79284369114878
527,29,"Rural","Medium","Face-to-face",8.7,65640,1,1.30944625407166
528,73,"Rural","Medium","Face-to-face",8.5,47041,1,1.30944625407166
529,59,"Urban","Low","Phone",6.3,17834,1,1.79284369114878
530,28,"Urban","Medium","Web",6.2,72056,0,2.92361111111111
531,50,"Rural","Medium","Face-to-face",8.8,59971,0,1.30944625407166
532,21,"Urban","High","Web",5.4,28740,0,2.92361111111111
533,52,"Urban","Medium","Web",6.3,31328,1,2.92361111111111
534,59,"Urban","High","Web",6.6,20766,0,2.92361111111111
535,65,"Rural","Medium","Face-to-face",9.3,31436,1,1.30944625407166
536,66,"Urban","Medium","Phone",6.8,36316,1,1.79284369114878
537,54,"Rural","High","Phone",7.6,37231,0,1.79284369114878
538,42,"Urban","Medium","Web",5.7,41988,0,2.92361111111111
539,46,"Rural","Medium","Phone",7.8,52075,1,1.79284369114878
540,79,"Rural","Medium","Phone",7.4,90320,1,1.79284369114878
541,49,"Rural","Low","Face-to-face",8.1,82893,1,1.30944625407166
542,68,"Urban","Low","Web",7,37229,0,2.92361111111111
543,75,"Rural","Medium","Face-to-face",8.9,31990,0,1.30944625407166
544,58,"Rural","Medium","Face-to-face",7.3,39090,1,1.30944625407166
545,29,"Rural","Low","Face-to-face",8.7,68443,0,1.30944625407166
546,41,"Urban","Low","Phone",8.2,68187,0,1.79284369114878
547,80,"Rural","Medium","Face-to-face",7,25485,0,1.30944625407166
548,19,"Urban","High","Web",6.8,38802,0,2.92361111111111
549,37,"Rural","Medium","Face-to-face",6.2,18301,0,1.30944625407166
550,30,"Rural","Low","Phone",6.8,24011,0,1.79284369114878
551,69,"Rural","Medium","Face-to-face",8.2,32220,1,1.30944625407166
552,79,"Urban","Medium","Face-to-face",8.5,25603,1,1.30944625407166
553,41,"Rural","Low","Face-to-face",8.1,22763,1,1.30944625407166
554,59,"Rural","Low","Web",7.7,48693,0,2.92361111111111
555,57,"Urban","Low","Web",6.1,21038,0,2.92361111111111
556,66,"Urban","Medium","Face-to-face",7.6,33621,0,1.30944625407166
557,24,"Rural","Low","Phone",6,12555,1,1.79284369114878
558,78,"Urban","Low","Phone",7.8,27958,1,1.79284369114878
559,74,"Rural","Low","Face-to-face",8.3,60399,1,1.30944625407166
560,71,"Urban","Low","Face-to-face",6.6,132953,0,1.30944625407166
561,71,"Rural","Medium","Face-to-face",7.2,24763,1,1.30944625407166
562,58,"Rural","High","Phone",6.6,34806,0,1.79284369114878
563,21,"Urban","Low","Web",6.9,21574,0,2.92361111111111
564,56,"Rural","High","Phone",8.9,38704,1,1.79284369114878
565,30,"Urban","Low","Phone",7.4,72905,0,1.79284369114878
566,27,"Urban","Medium","Web",6.8,36608,0,2.92361111111111
567,37,"Rural","Low","Web",6.8,94099,0,2.92361111111111
568,66,"Rural","High","Web",7.6,21659,1,2.92361111111111
569,78,"Rural","High","Phone",6.1,38615,0,1.79284369114878
570,45,"Rural","Medium","Face-to-face",8.4,49979,0,1.30944625407166
571,29,"Urban","High","Web",6.3,23469,0,2.92361111111111
572,50,"Urban","Low","Phone",7.1,28764,1,1.79284369114878
573,76,"Urban","Low","Face-to-face",6.3,83367,0,1.30944625407166
574,53,"Rural","Medium","Phone",6.6,36618,1,1.79284369114878
575,65,"Rural","Low","Face-to-face",7.1,29871,1,1.30944625407166
576,28,"Rural","Medium","Face-to-face",7.6,39485,0,1.30944625407166
577,56,"Rural","Medium","Face-to-face",7.6,27420,1,1.30944625407166
578,52,"Rural","Medium","Face-to-face",8,60295,1,1.30944625407166
579,64,"Rural","Medium","Face-to-face",8.8,36121,1,1.30944625407166
580,26,"Rural","Medium","Web",6.7,42531,0,2.92361111111111
581,24,"Rural","Medium","Phone",6.9,23339,1,1.79284369114878
582,58,"Rural","High","Face-to-face",8.8,20899,1,1.30944625407166
583,27,"Rural","Medium","Face-to-face",8.9,29841,1,1.30944625407166
584,32,"Rural","Medium","Web",7.8,30766,0,2.92361111111111
585,55,"Urban","High","Web",6.3,48970,0,2.92361111111111
586,61,"Rural","High","Face-to-face",7.6,55265,0,1.30944625407166
587,62,"Rural","Low","Face-to-face",7.2,9586,1,1.30944625407166
588,62,"Rural","Medium","Face-to-face",8.5,32712,1,1.30944625407166
589,50,"Rural","Medium","Phone",7.7,33802,1,1.79284369114878
590,33,"Urban","Low","Web",6.3,46195,0,2.92361111111111
591,28,"Rural","Medium","Face-to-face",8.6,81044,1,1.30944625407166
592,19,"Rural","High","Phone",6.7,30671,1,1.79284369114878
593,39,"Rural","High","Phone",6.2,46426,0,1.79284369114878
594,48,"Urban","Medium","Phone",6.5,20439,1,1.79284369114878
595,38,"Rural","High","Web",8.3,42899,0,2.92361111111111
596,28,"Urban","Medium","Phone",6.7,31624,0,1.79284369114878
597,53,"Rural","Medium","Face-to-face",6.1,53189,1,1.30944625407166
598,35,"Urban","Low","Web",6.3,26145,0,2.92361111111111
599,47,"Rural","Medium","Web",7.6,35182,0,2.92361111111111
600,67,"Rural","Medium","Face-to-face",7.2,32726,0,1.30944625407166
601,19,"Rural","Low","Phone",6.3,38408,0,1.79284369114878
602,20,"Rural","Medium","Face-to-face",7.6,29977,1,1.30944625407166
603,48,"Rural","High","Web",5.7,33269,0,2.92361111111111
604,79,"Rural","High","Phone",7.3,39988,0,1.79284369114878
605,29,"Urban","Medium","Face-to-face",8.5,32570,1,1.30944625407166
606,57,"Rural","High","Web",7.3,47220,1,2.92361111111111
607,79,"Urban","Medium","Face-to-face",8.3,63066,1,1.30944625407166
608,36,"Urban","Medium","Web",5.4,24255,0,2.92361111111111
609,54,"Rural","Medium","Web",7.5,21540,1,2.92361111111111
610,77,"Urban","Medium","Web",6.7,53245,1,2.92361111111111
611,47,"Urban","High","Web",5.4,27624,0,2.92361111111111
612,53,"Urban","Medium","Face-to-face",8,18192,1,1.30944625407166
613,43,"Rural","Low","Face-to-face",7,12813,0,1.30944625407166
614,29,"Urban","Medium","Phone",6.6,35660,0,1.79284369114878
615,67,"Rural","Medium","Face-to-face",7.3,40245,1,1.30944625407166
616,19,"Rural","Medium","Face-to-face",9.9,66527,1,1.30944625407166
617,19,"Urban","Low","Web",6.9,15455,0,2.92361111111111
618,63,"Urban","Medium","Face-to-face",7.7,50981,1,1.30944625407166
619,20,"Rural","Medium","Face-to-face",8,52974,0,1.30944625407166
620,45,"Rural","Low","Face-to-face",8.9,14202,1,1.30944625407166
621,60,"Rural","Medium","Web",8,49783,0,2.92361111111111
622,27,"Rural","Low","Face-to-face",6.8,20086,1,1.30944625407166
623,54,"Urban","Low","Web",6.9,33983,0,2.92361111111111
624,54,"Urban","High","Web",8.1,172752,1,2.92361111111111
625,80,"Urban","Medium","Web",5.9,113105,1,2.92361111111111
626,75,"Rural","Medium","Face-to-face",7.5,21871,1,1.30944625407166
627,72,"Urban","Medium","Face-to-face",7.8,36801,1,1.30944625407166
628,32,"Rural","Low","Face-to-face",7.4,39687,1,1.30944625407166
629,18,"Rural","Medium","Face-to-face",6.5,22103,1,1.30944625407166
630,30,"Urban","Medium","Web",6.4,61098,0,2.92361111111111
631,20,"Rural","High","Face-to-face",7,86976,1,1.30944625407166
632,74,"Urban","Medium","Face-to-face",7.5,37411,0,1.30944625407166
633,77,"Urban","Medium","Web",7.3,38674,0,2.92361111111111
634,45,"Urban","Low","Phone",6.5,20626,1,1.79284369114878
635,78,"Urban","High","Web",4.9,18657,0,2.92361111111111
636,50,"Urban","High","Web",6.5,34025,0,2.92361111111111
637,42,"Rural","Medium","Web",7,28887,0,2.92361111111111
638,74,"Urban","Medium","Phone",7.5,61152,1,1.79284369114878
639,24,"Urban","Low","Phone",8.5,101027,0,1.79284369114878
640,33,"Rural","Medium","Face-to-face",8.9,32522,0,1.30944625407166
641,49,"Rural","Medium","Face-to-face",6.9,23310,0,1.30944625407166
642,29,"Rural","Low","Face-to-face",8.2,32669,1,1.30944625407166
643,70,"Rural","Medium","Face-to-face",7.1,18725,0,1.30944625407166
644,41,"Rural","Medium","Face-to-face",7.2,18851,1,1.30944625407166
645,58,"Rural","Low","Phone",6,36544,1,1.79284369114878
646,74,"Urban","Medium","Phone",7.5,58075,1,1.79284369114878
647,25,"Rural","High","Web",6.4,46562,0,2.92361111111111
648,75,"Rural","Low","Phone",6.3,22085,0,1.79284369114878
649,36,"Rural","Low","Web",7.9,41738,0,2.92361111111111
650,66,"Urban","Low","Face-to-face",8.7,45312,1,1.30944625407166
651,58,"Urban","Low","Web",6.5,42878,1,2.92361111111111
652,40,"Urban","Medium","Web",8.5,49679,0,2.92361111111111
653,77,"Urban","Low","Face-to-face",8.3,48863,1,1.30944625407166
654,29,"Urban","Medium","Face-to-face",8.6,57299,1,1.30944625407166
655,34,"Urban","Low","Face-to-face",9.1,47847,0,1.30944625407166
656,54,"Rural","High","Phone",5.8,41193,1,1.79284369114878
657,19,"Rural","High","Phone",7.9,25534,1,1.79284369114878
658,34,"Rural","Medium","Face-to-face",7.3,23605,0,1.30944625407166
659,79,"Rural","Low","Face-to-face",6.8,22234,1,1.30944625407166
660,39,"Urban","Medium","Phone",5.1,64716,1,1.79284369114878
661,26,"Urban","Medium","Phone",6,32115,1,1.79284369114878
662,58,"Rural","High","Phone",7.2,41385,1,1.79284369114878
663,37,"Rural","Low","Web",5.5,34799,1,2.92361111111111
664,51,"Rural","High","Phone",5.7,122745,0,1.79284369114878
665,68,"Urban","High","Phone",6.7,36476,0,1.79284369114878
666,70,"Rural","Low","Face-to-face",9.1,34534,1,1.30944625407166
667,50,"Urban","Medium","Web",6.1,39739,0,2.92361111111111
668,74,"Urban","Low","Web",6.8,83899,1,2.92361111111111
669,65,"Rural","Low","Face-to-face",6.7,40072,1,1.30944625407166
670,58,"Urban","High","Web",6.7,51358,1,2.92361111111111
671,62,"Urban","High","Web",7.6,25289,0,2.92361111111111
672,28,"Rural","High","Web",6.2,26018,1,2.92361111111111
673,19,"Urban","Medium","Face-to-face",8.6,27039,1,1.30944625407166
674,38,"Rural","High","Web",6.4,43260,1,2.92361111111111
675,52,"Urban","Medium","Phone",6.4,50366,1,1.79284369114878
676,28,"Urban","Medium","Phone",6.1,29624,1,1.79284369114878
677,55,"Rural","Medium","Phone",7.7,31483,0,1.79284369114878
678,65,"Rural","Low","Face-to-face",9,41868,1,1.30944625407166
679,70,"Urban","Low","Face-to-face",7.9,46485,1,1.30944625407166
680,61,"Rural","Low","Face-to-face",8.6,65323,1,1.30944625407166
681,71,"Rural","Low","Face-to-face",9.9,30189,0,1.30944625407166
682,43,"Rural","Medium","Phone",6.7,49096,1,1.79284369114878
683,58,"Rural","Medium","Face-to-face",7.2,29017,1,1.30944625407166
684,78,"Urban","Low","Phone",8.4,15984,1,1.79284369114878
685,43,"Urban","Low","Phone",5.9,77818,1,1.79284369114878
686,77,"Urban","Medium","Face-to-face",7.8,54152,1,1.30944625407166
687,55,"Rural","High","Web",6.1,16981,0,2.92361111111111
688,70,"Urban","Medium","Phone",7.7,20737,0,1.79284369114878
689,28,"Rural","Medium","Face-to-face",8,29998,1,1.30944625407166
690,38,"Rural","Medium","Phone",7.1,64041,0,1.79284369114878
691,28,"Rural","Medium","Face-to-face",8.9,35054,1,1.30944625407166
692,65,"Rural","Low","Face-to-face",9,58502,0,1.30944625407166
693,23,"Rural","High","Phone",8,22892,1,1.79284369114878
694,28,"Rural","Low","Phone",6.3,39987,1,1.79284369114878
695,35,"Rural","High","Face-to-face",10.1,39286,1,1.30944625407166
696,45,"Rural","High","Face-to-face",6.4,33388,1,1.30944625407166
697,23,"Urban","Medium","Web",5.9,34034,0,2.92361111111111
698,58,"Rural","Medium","Phone",8,71622,1,1.79284369114878
699,46,"Rural","Medium","Phone",6.9,18414,0,1.79284369114878
700,65,"Rural","Medium","Face-to-face",7.6,25179,1,1.30944625407166
701,43,"Urban","Medium","Face-to-face",7.3,26737,1,1.30944625407166
702,43,"Rural","Medium","Face-to-face",6.9,14234,1,1.30944625407166
703,57,"Rural","Medium","Phone",7.6,40840,1,1.79284369114878
704,75,"Urban","High","Phone",6.5,24066,0,1.79284369114878
705,75,"Urban","Medium","Phone",7.3,51439,0,1.79284369114878
706,77,"Urban","Low","Face-to-face",10.3,55118,1,1.30944625407166
707,55,"Urban","Low","Phone",7.1,17117,1,1.79284369114878
708,58,"Rural","Low","Face-to-face",7.1,68091,0,1.30944625407166
709,77,"Urban","Medium","Face-to-face",7.7,41865,1,1.30944625407166
710,20,"Urban","High","Web",6.7,19129,1,2.92361111111111
711,76,"Urban","Low","Face-to-face",7.4,38497,1,1.30944625407166
712,72,"Urban","Low","Face-to-face",7.6,23901,0,1.30944625407166
713,54,"Rural","Medium","Face-to-face",9.2,38012,0,1.30944625407166
714,41,"Urban","High","Web",4.7,67166,0,2.92361111111111
715,71,"Rural","Medium","Face-to-face",7.3,13809,1,1.30944625407166
716,77,"Rural","Low","Face-to-face",8.3,49456,1,1.30944625407166
717,75,"Rural","High","Face-to-face",7.7,43732,1,1.30944625407166
718,56,"Rural","Medium","Face-to-face",10.1,70201,1,1.30944625407166
719,55,"Urban","Low","Web",7.2,92304,0,2.92361111111111
720,72,"Rural","High","Face-to-face",7,39821,1,1.30944625407166
721,28,"Rural","Medium","Face-to-face",6.4,25702,0,1.30944625407166
722,39,"Rural","Low","Face-to-face",9,15515,0,1.30944625407166
723,77,"Urban","Low","Web",6.7,30035,0,2.92361111111111
724,36,"Rural","Medium","Web",7.5,31515,1,2.92361111111111
725,80,"Rural","Low","Face-to-face",7.3,38431,1,1.30944625407166
726,56,"Urban","High","Web",6.6,63065,0,2.92361111111111
727,50,"Rural","High","Phone",6,47870,1,1.79284369114878
728,52,"Rural","Low","Face-to-face",8.6,32309,0,1.30944625407166
729,64,"Rural","High","Phone",6.1,34739,1,1.79284369114878
