"household_id","cluster_id","country","region_type","household_size","head_age","head_gender","head_education","monthly_income","employed_members","electricity_access","water_access","internet_access","health_insurance","distance_health_facility","owns_land","livestock_count","interview_date","response_status","sampling_weight"
"HH00195",154,"Zimbabwe","Urban",6,31,"Male","Secondary",3733,1,1,1,0,0,5.8,0,5,2025-01-02,"Complete",192.791710270103
"HH00196",75,"South Africa","Urban",6,47,"Female",NA,32289,1,1,0,0,0,11.2,0,0,2025-02-23,"Complete",197.992464236449
"HH00197",173,"Malawi","Rural",6,51,"Male","Tertiary",1757,2,1,1,1,0,NA,1,5,2025-03-31,"Complete",127.47826334089
"HH00198",68,"Mozambique","Rural",3,40,"Male","Secondary",4477,1,1,1,0,0,0.7,1,1,2025-03-22,"Partial",88.3939687046222
"HH00199",45,"Zambia","Rural",4,54,"Male","Primary",1882,1,1,1,0,1,2.5,0,3,2025-01-22,"Refused",167.087447177619
"HH00200",244,"Zambia","Rural",4,48,"Female","Tertiary",17423,0,1,0,0,1,4.5,1,3,2025-01-21,"Complete",132.516607246362
"HH00201",182,"Zimbabwe","Rural",5,29,"Male","Tertiary",1781,3,1,1,0,1,2.9,0,0,2025-03-12,"Complete",185.161581879947
"HH00202",204,"Zimbabwe","Urban",7,22,"Male","Primary",1503,0,1,1,1,0,NA,0,2,2025-03-25,"Complete",152.90140574798
"HH00203",156,"Zambia","Rural",8,32,"Male","Primary",4796,2,0,1,1,0,1.7,0,0,2025-02-15,"Complete",199.260559678078
"HH00204",159,"Mozambique","Rural",6,25,"Male","Primary",5432,2,0,0,1,0,7.4,0,1,2025-03-28,"Complete",155.038666690234
"HH00205",53,"Botswana","Rural",7,49,"Male","Primary",3434,2,1,1,0,0,5.1,1,1,2025-01-02,"Complete",90.9632867900655
"HH00206",50,"Tanzania","Rural",3,49,"Male","Primary",2009,0,0,1,0,0,8,0,1,2025-02-05,"Complete",184.505891648587
"HH00207",132,"South Africa","Urban",4,61,"Male",NA,1199,1,1,0,1,1,4.3,1,3,2025-01-14,"Complete",139.318566862494
"HH00208",126,"Botswana","Rural",6,27,"Male","Secondary",6449,1,1,1,1,0,0.2,0,2,2025-03-07,"Complete",142.457418853883
"HH00209",236,"Mozambique","Rural",7,18,"Male","Primary",4918,2,1,1,1,1,NA,0,4,2025-01-26,"Complete",180.21820836002
"HH00210",191,"Botswana","Rural",6,42,"Male","Secondary",22333,2,1,1,1,0,2.6,1,5,2025-03-12,"Complete",52.655387064442
"HH00211",182,"Mozambique","Urban",7,43,"Male","Primary",2297,2,1,0,0,0,2.8,0,2,2025-02-13,"Complete",112.461722199805
"HH00212",5,"Malawi","Rural",7,37,"Male","Secondary",4886,3,1,0,0,1,7,1,1,2025-03-30,"Complete",143.893004627898
"HH00213",187,"South Africa","Urban",6,26,"Male","Primary",15050,1,0,1,1,1,2.1,0,1,2025-02-12,"Complete",116.688085196074
"HH00214",60,"South Africa","Urban",3,27,"Female","Tertiary",10295,0,1,1,1,0,4.5,1,4,2025-01-23,"Complete",146.868633653503
"HH00215",141,"Zambia","Urban",5,53,"Male","Primary",3308,1,0,0,1,0,2.4,0,3,2025-01-05,"Complete",189.468031690922
"HH00216",28,"South Africa","Rural",1,58,"Female","Primary",3586,0,0,0,1,0,2.8,1,3,2025-02-28,"Complete",59.742268838454
"HH00217",41,"Namibia","Urban",5,46,"Male","Tertiary",13602,1,1,1,1,0,7,1,4,2025-02-12,"Partial",98.2231479603797
"HH00218",131,"South Africa","Urban",3,74,"Male","Primary",1552,1,1,1,0,0,4.1,0,2,2025-03-10,"Complete",85.7116682222113
"HH00219",163,"Zambia","Urban",3,47,"Male","Tertiary",2445,1,1,1,0,1,6.9,0,1,2025-03-02,"Refused",76.8976295366883
"HH00220",56,"Botswana","Rural",6,32,"Male","Primary",1704,1,0,1,0,0,3.6,0,4,2025-02-23,"Complete",196.114913385827
"HH00221",72,"South Africa","Rural",5,51,"Female","Secondary",7156,2,1,1,0,0,5.2,0,3,2025-03-19,"Complete",178.813168930355
"HH00222",234,"South Africa","Rural",3,58,"Male","No education",1781,1,1,1,0,0,5,0,1,2025-01-23,"Complete",52.2081337403506
"HH00223",204,"Malawi","Rural",6,34,"Male","Secondary",6959,3,1,1,0,1,1.1,0,3,2025-01-24,"Complete",101.037173927762
"HH00224",140,"Malawi","Urban",5,43,"Female","Secondary",15602,2,0,1,1,0,5.6,0,1,2025-03-07,"Complete",149.55650268821
"HH00225",152,"South Africa","Rural",3,35,"Female","Secondary",26784,1,1,1,0,0,7.9,0,3,2025-03-15,"Complete",183.727462554816
"HH00226",24,"Zambia","Rural",3,28,"Male","Secondary",2438,1,1,1,0,1,2.9,1,0,2025-02-25,"Partial",154.792953259312
"HH00227",64,"Malawi","Rural",4,61,"Male","Primary",802,1,0,1,0,0,3.6,0,2,2025-01-10,"Partial",113.30375848338
"HH00228",238,"Tanzania","Rural",6,52,"Male","Secondary",2685,2,1,1,1,0,1.8,1,2,2025-02-12,"Complete",122.331803676207
"HH00229",60,"Namibia","Rural",6,25,"Female","Secondary",8106,1,0,1,1,0,11.1,1,4,2025-02-13,"Complete",109.594920068048
"HH00230",203,"Zambia","Rural",5,49,"Male","No education",6532,2,0,1,0,1,4.2,0,2,2025-03-08,"Complete",65.929747116752
"HH00231",171,"South Africa","Rural",5,41,"Female","No education",2203,2,1,1,1,0,2.9,1,4,2025-01-31,"Complete",193.024424870964
"HH00232",42,"Mozambique","Rural",5,66,"Male","Tertiary",7056,3,1,1,0,0,7.4,0,1,2025-01-13,"Complete",124.609738553409
"HH00233",158,"South Africa","Rural",4,59,"Female","Secondary",3021,1,1,0,1,0,3.8,0,6,2025-03-22,"Complete",100.904443347827
"HH00234",81,"Mozambique","Rural",7,18,"Male","Primary",1725,2,0,1,0,0,2.8,0,2,2025-01-26,"Complete",92.9892328102142
"HH00235",201,"Zimbabwe","Rural",6,31,"Male","Secondary",11334,3,1,1,0,1,5.5,1,3,2025-03-21,"Complete",72.088088397868
"HH00236",8,"Namibia","Urban",7,28,"Male","Tertiary",18112,0,0,1,0,1,2.6,1,1,2025-01-24,"Refused",171.280012803618
"HH00237",160,"South Africa","Rural",7,23,"Male","Primary",4512,4,1,1,0,0,7.9,0,1,2025-03-06,"Complete",173.285714851227
"HH00238",218,"Zambia","Rural",5,28,"Male","Secondary",7145,0,1,1,1,0,2,0,2,2025-01-17,"Complete",71.1375381797552
"HH00239",132,"Tanzania","Rural",3,42,"Male","Tertiary",20088,0,1,1,0,1,5.6,1,2,2025-01-10,"Complete",52.5951267685741
"HH00240",95,"Botswana","Urban",7,45,"Female","No education",1196,3,1,1,0,0,7.5,1,4,2025-01-31,"Complete",89.6147859166376
"HH00241",22,"Malawi","Urban",3,18,"Male","Secondary",4242,1,1,0,0,0,9.5,1,3,2025-03-08,"Complete",52.0856042858213
"HH00242",172,"Mozambique","Rural",2,50,"Male","No education",4314,1,1,1,0,0,4.2,1,1,2025-02-01,"Complete",54.9661693628877
"HH00243",92,"South Africa","Rural",3,46,"Male","No education",2457,1,1,0,1,0,5.9,0,3,2025-01-15,"Partial",140.133910521399
"HH00244",130,"Zimbabwe","Rural",10,43,"Male","Secondary",3190,2,1,1,0,0,4,0,4,2025-03-01,"Complete",196.391199983191
"HH00245",104,"Zimbabwe","Urban",4,37,"Male","Primary",3924,1,1,1,1,0,7.4,0,2,2025-03-16,"Complete",169.352694228292
"HH00246",31,"Mozambique","Rural",2,75,"Male","Tertiary",1961,1,1,1,0,0,3.5,0,2,2025-02-20,"Complete",128.567259549163
"HH00247",126,"Namibia","Rural",4,71,"Male","Primary",4200,0,1,1,0,0,5.3,1,1,2025-03-14,"Complete",119.010918855201
"HH00248",206,"Botswana","Rural",7,56,"Male","Primary",9994,2,1,1,0,0,2.5,1,2,2025-01-17,"Complete",55.4029047256336
"HH00249",47,"Namibia","Rural",5,36,"Male","Secondary",11022,1,1,1,1,0,1.9,1,2,2025-02-10,"Complete",162.112271494698
"HH00250",212,"South Africa","Rural",5,18,"Female","No education",2703,3,1,1,1,0,5.5,0,2,2025-03-11,"Complete",97.3636898561381
"HH00251",168,"South Africa","Rural",3,38,"Female","Secondary",2151,1,1,1,0,0,3.3,0,2,2025-02-22,"Complete",104.095144709572
"HH00252",152,"Namibia","Rural",6,38,"Female","Secondary",2813,1,1,1,0,1,2.4,1,3,2025-03-23,"Complete",104.667097527999
"HH00253",131,"Botswana","Urban",5,64,"Female","No education",2279,0,1,1,1,1,2.2,1,1,2025-03-12,"Complete",156.304668681696
"HH00254",187,"Mozambique","Urban",2,47,"Male","No education",4822,1,0,1,0,0,7.4,0,2,2025-03-26,"Complete",167.055690730922
"HH00255",218,"Malawi","Rural",7,54,"Female","Primary",1683,2,1,0,0,0,2.4,0,1,2025-01-08,"Partial",106.745988398325
"HH00256",184,"Mozambique","Urban",9,43,"Male","Primary",2807,2,0,0,1,0,1.6,1,2,2025-03-13,"Complete",126.788492326159
"HH00257",144,"Mozambique","Urban",6,40,"Male","Tertiary",4076,0,0,1,1,0,3.4,0,5,2025-03-09,"Complete",157.931977324188
"HH00258",39,"Malawi","Urban",4,30,"Female",NA,9252,1,1,1,1,0,2.1,0,0,2025-02-01,"Complete",124.08828404732
"HH00259",147,"Zimbabwe","Urban",6,51,"Female","Secondary",6583,3,1,1,1,0,1.9,1,2,2025-03-20,"Complete",105.104437400587
"HH00260",96,"South Africa","Rural",6,57,"Male","Secondary",2282,4,1,0,0,0,1.9,0,0,2025-03-29,"Complete",100.305112230126
"HH00261",167,"South Africa","Rural",6,63,"Male","Tertiary",4473,3,1,1,0,0,1.6,0,2,2025-02-07,"Complete",151.939898217097
"HH00262",40,"Mozambique","Rural",2,63,"Male","Secondary",13386,0,1,1,0,0,9.5,0,1,2025-01-25,"Complete",153.491603874136
"HH00263",166,"South Africa","Urban",6,32,"Female","Secondary",2076,3,1,0,0,0,2.3,0,1,2025-01-25,"Complete",141.872745659202
"HH00264",67,"Botswana","Rural",3,70,"Male","No education",10468,0,1,0,1,0,1.4,0,0,2025-03-25,"Complete",60.127201594878
"HH00265",222,"Namibia","Urban",3,18,"Female","Secondary",14522,1,0,1,0,1,2.9,1,1,2025-01-01,"Complete",90.2036046958528
"HH00266",209,"Tanzania","Rural",7,57,"Female","Tertiary",1971,3,1,1,0,0,7,0,3,2025-03-26,"Partial",97.9828369105235
"HH00267",145,"Mozambique","Urban",3,59,"Male","Primary",5034,1,0,1,0,0,5.7,1,0,2025-01-08,"Complete",83.3867683191784
"HH00268",243,"Namibia","Rural",5,40,"Female","Primary",2683,2,0,0,1,0,1.7,1,1,2025-03-14,"Complete",191.306036617607
"HH00269",58,"Tanzania","Urban",8,55,"Female","Tertiary",21298,3,0,1,1,1,2.7,1,2,2025-01-19,"Complete",111.725649167784
"HH00270",60,"South Africa","Rural",4,49,"Male","Secondary",3460,0,1,0,1,1,2.5,0,2,2025-02-15,"Complete",158.910985954572
"HH00271",137,"Namibia","Rural",4,49,"Female","Secondary",10229,1,0,1,1,0,0.7,1,1,2025-02-18,"Complete",146.386980789248
"HH00272",110,"Malawi","Rural",3,50,"Male","Primary",2544,1,0,1,0,0,0.7,1,0,2025-03-17,"Complete",89.1869824496098
"HH00273",29,"Malawi","Rural",3,42,"Female","Secondary",6366,0,1,1,1,0,4.7,0,2,2025-01-08,"Complete",75.9598481352441
"HH00274",51,"Zimbabwe","Rural",5,55,"Male","Primary",4401,2,1,1,1,0,1.3,0,2,2025-03-27,"Complete",92.9451541625895
"HH00275",23,"Malawi","Rural",6,60,"Female","Tertiary",4467,1,1,1,0,0,1.5,0,3,2025-01-21,"Complete",91.923084273003
"HH00276",160,"Zimbabwe","Rural",11,51,"Male","Primary",3883,5,1,1,0,0,3.8,0,1,2025-03-01,"Complete",80.061741755344
"HH00277",63,"Namibia","Urban",7,34,"Female","Primary",36469,2,1,1,1,0,2.5,0,1,2025-01-23,"Complete",195.396638556849
"HH00278",106,"Zimbabwe","Rural",4,24,"Male","Primary",12364,1,1,1,0,1,5.5,1,3,2025-02-12,"Complete",155.015366221778
"HH00279",186,"Mozambique","Rural",3,47,"Female","Primary",NA,0,1,1,0,0,2,1,2,2025-03-26,"Complete",117.838249879424
"HH00280",21,"Zambia","Rural",4,45,"Male","Primary",2832,2,0,1,0,0,5.7,1,2,2025-02-17,"Complete",130.134416231886
"HH00281",214,"Malawi","Rural",2,45,"Male","Primary",5880,0,1,1,0,1,2.2,1,3,2025-03-29,"Complete",176.131806068588
"HH00282",12,"Mozambique","Urban",7,38,"Female","Secondary",5270,1,1,1,1,0,3.7,1,0,2025-03-13,"Complete",133.761463931296
"HH00283",188,"Zimbabwe","Rural",10,57,"Male","Primary",2052,3,1,0,0,0,2,0,4,2025-03-13,"Complete",172.082751512062
"HH00284",100,"Tanzania","Rural",6,33,"Female","Secondary",503,1,1,0,0,0,12.5,1,3,2025-03-30,"Complete",81.4486951334402
"HH00285",151,"Namibia","Urban",1,57,"Male","No education",4231,0,1,0,1,1,1.4,1,0,2025-02-02,"Complete",140.564327256288
"HH00286",169,"Mozambique","Urban",3,31,"Male","Tertiary",6266,1,1,1,1,0,2.1,0,1,2025-01-15,"Complete",55.3954096976668
"HH00287",64,"South Africa","Rural",6,45,"Female","No education",7698,3,1,0,1,0,1.2,0,4,2025-03-24,"Complete",172.85969669465
"HH00288",107,"Zambia","Urban",4,73,"Male","No education",4163,1,1,1,1,0,0.9,1,0,2025-02-11,"Complete",185.661646153312
"HH00289",107,"Namibia","Rural",4,50,"Male","Secondary",1584,3,0,0,0,0,3.1,1,1,2025-03-23,"Complete",166.286308330018
"HH00290",40,"Mozambique","Urban",4,70,"Male","Tertiary",10258,3,1,0,1,0,2.1,0,0,2025-03-23,"Complete",176.985684514511
"HH00291",199,"Zambia","Rural",7,28,"Female","Secondary",1002,2,1,1,0,1,6.2,0,1,2025-03-13,"Complete",162.829569273163
"HH00292",98,"Zimbabwe","Rural",4,60,"Female","Tertiary",16001,1,1,0,0,0,2.3,0,2,2025-03-09,"Complete",103.489545255434
"HH00293",196,"Zambia","Rural",5,36,"Male","Primary",2092,2,1,1,0,0,4.4,0,3,2025-02-26,"Complete",129.832266643643
"HH00294",199,"Tanzania","Urban",9,45,"Male","Secondary",27823,4,1,0,1,0,4.5,1,3,2025-02-13,"Complete",170.777528220788
"HH00295",127,"South Africa","Rural",3,33,"Male","Secondary",6507,2,1,1,0,0,1.7,0,3,2025-01-03,"Complete",82.803916267585
"HH00296",195,"Zambia","Urban",4,61,"Male","Tertiary",9785,0,1,1,1,1,6.7,1,1,2025-01-17,"Complete",180.670988711063
"HH00297",16,"Botswana","Rural",3,31,"Male","Secondary",4332,0,1,1,1,0,2.1,0,1,2025-03-14,"Partial",178.693282708991
"HH00298",188,"Mozambique","Urban",7,48,"Male","Secondary",7625,2,1,1,1,1,NA,1,1,2025-02-08,"Complete",50.4641031497158
"HH00299",13,"Zimbabwe","Rural",3,67,"Male","Primary",7210,0,0,0,0,0,3.1,0,2,2025-03-06,"Complete",126.383079367224
"HH00300",77,"South Africa","Rural",3,35,"Male","Secondary",4350,1,1,1,0,0,6,0,3,2025-03-21,"Complete",111.070318380371
"HH00301",68,"Malawi","Rural",5,53,"Male","Tertiary",1940,1,1,1,0,0,1.2,1,1,2025-02-10,"Complete",130.89622030966
"HH00302",245,"South Africa","Urban",9,33,"Female","Primary",9408,1,1,1,1,0,4.3,1,2,2025-03-18,"Complete",195.912047231104
"HH00303",159,"Tanzania","Rural",4,46,"Male",NA,13350,1,0,1,1,0,3.6,1,5,2025-01-29,"Complete",192.221834312659
"HH00304",114,"Zambia","Rural",10,60,"Male","Secondary",5807,3,1,1,0,0,6.2,0,5,2025-03-02,"Refused",75.2850276767276
"HH00305",65,"Tanzania","Urban",6,58,"Female","Secondary",3059,3,1,1,0,0,7.5,1,3,2025-03-15,"Complete",131.658793287352
"HH00306",171,"Tanzania","Rural",5,81,"Male",NA,1595,2,1,1,0,0,0.9,1,5,2025-01-16,"Complete",61.7676982888952
"HH00307",81,"Malawi","Rural",4,25,"Female","Primary",7124,0,1,1,0,0,2.2,0,2,2025-02-14,"Complete",186.86430969974
"HH00308",117,"South Africa","Rural",4,18,"Female","Tertiary",5645,2,1,1,0,0,4,0,3,2025-02-22,"Complete",95.5307640135288
"HH00309",16,"Mozambique","Rural",5,33,"Male","No education",942,2,1,1,0,1,3,0,3,2025-01-17,"Complete",109.917960537132
"HH00310",90,"South Africa","Rural",2,59,"Female","Tertiary",2472,1,0,1,1,0,1.4,1,1,2025-02-08,"Complete",194.602341856807
"HH00311",155,"Zambia","Rural",6,65,"Female","Primary",2561,1,1,1,0,0,11.6,1,0,2025-02-25,"Complete",56.4429868361913
"HH00312",53,"Botswana","Rural",1,40,"Female","No education",2391,0,1,1,1,0,2,0,3,2025-01-31,"Complete",119.219804403838
"HH00313",127,"Zambia","Rural",5,28,"Male","No education",1727,2,0,0,0,0,10.3,0,2,2025-03-03,"Refused",85.5634066043422
"HH00314",198,"Botswana","Rural",2,51,"Male","Primary",4877,0,0,1,0,0,1.4,1,3,2025-01-21,"Complete",76.9775374676101
"HH00315",237,"Tanzania","Rural",5,46,"Female","Primary",3237,2,1,1,0,0,1.3,0,1,2025-01-17,"Complete",179.072023753542
"HH00316",4,"Malawi","Rural",5,69,"Female","Primary",3819,1,0,1,0,0,5.3,1,3,2025-01-06,"Complete",141.286032937933
"HH00317",89,"Zimbabwe","Urban",8,44,"Female","No education",24174,3,1,1,1,0,10,0,2,2025-03-27,"Complete",77.6710185571574
"HH00318",52,"South Africa","Rural",4,65,"Male","Tertiary",8145,0,1,1,1,0,6.5,1,3,2025-01-08,"Complete",136.695706646424
"HH00319",13,"Zambia","Rural",7,65,"Female","Tertiary",10629,3,0,0,1,1,3.6,0,2,2025-01-22,"Complete",143.060786242131
"HH00320",71,"Mozambique","Rural",4,38,"Male","Primary",18553,2,1,1,0,0,2.7,0,2,2025-01-25,"Complete",168.8239750918
"HH00321",60,"Zimbabwe","Rural",5,36,"Male","Primary",2150,2,1,0,0,0,2.8,0,2,2025-03-24,"Complete",114.515875210054
"HH00322",203,"Namibia","Urban",3,48,"Female","No education",10172,0,1,1,1,0,2.6,0,4,2025-01-16,"Complete",78.6014878656715
"HH00323",2,"Zimbabwe","Rural",4,72,"Male","Tertiary",4092,1,1,1,0,0,0.6,0,3,2025-02-21,"Complete",164.242075022776
"HH00324",73,"Namibia","Rural",4,64,"Male","Tertiary",4787,2,0,1,0,1,1.1,0,2,2025-01-21,"Complete",68.2643164531328
"HH00325",170,"Zambia","Rural",5,72,"Male","Secondary",3285,2,1,1,0,0,5.9,1,0,2025-02-21,"Complete",82.8419344848953
"HH00326",205,"South Africa","Urban",5,45,"Male","Primary",1570,0,1,1,0,0,0.8,0,5,2025-02-21,"Complete",62.1944242273457
"HH00327",214,"Namibia","Rural",5,49,"Male",NA,6291,1,0,1,0,0,14.4,1,1,2025-03-27,"Complete",83.6811303161085
"HH00328",194,"South Africa","Urban",5,40,"Male","Secondary",16383,2,1,1,1,1,3,0,3,2025-02-18,"Complete",177.899566909764
"HH00329",207,"Malawi","Rural",4,45,"Female","No education",2499,1,0,1,1,0,0.5,1,1,2025-02-02,"Complete",194.233196624555
"HH00330",211,"Mozambique","Rural",2,47,"Male","Secondary",1914,0,1,1,0,0,3,0,3,2025-01-11,"Complete",166.864430822898
"HH00331",200,"Tanzania","Urban",7,55,"Male","Primary",2675,3,1,0,0,1,6.1,0,6,2025-02-25,"Complete",71.8883695430122
"HH00332",121,"Namibia","Rural",3,51,"Male","Secondary",5230,1,0,1,1,0,6.1,0,0,2025-03-08,"Complete",80.1472796010785
"HH00333",70,"South Africa","Rural",2,35,"Female","Primary",3196,0,1,1,1,1,1,1,0,2025-02-16,"Complete",88.5994289885275
"HH00334",164,"Malawi","Rural",4,32,"Male","No education",3208,1,1,1,1,0,0.8,1,1,2025-03-03,"Partial",173.522624420002
"HH00335",143,"South Africa","Rural",7,18,"Male","Primary",5123,4,1,0,0,0,3.2,0,1,2025-01-15,"Complete",50.0455044792034
"HH00336",155,"Malawi","Urban",6,41,"Male","Tertiary",13934,4,1,1,1,0,3.5,1,0,2025-03-27,"Complete",195.39803735679
"HH00337",223,"Zambia","Urban",7,51,"Female","Secondary",2062,4,1,1,1,0,2.9,1,2,2025-01-11,"Complete",103.176697879098
"HH00338",194,"Botswana","Rural",6,37,"Male","Secondary",31770,1,1,0,0,1,3.8,1,2,2025-03-01,"Complete",136.22430114774
"HH00339",61,"South Africa","Rural",4,37,"Male","Primary",11618,0,1,0,0,0,8.6,0,2,2025-02-06,"Complete",112.968809984159
"HH00340",116,"Tanzania","Urban",2,44,"Male","Primary",8868,0,1,1,1,1,5.2,0,0,2025-02-11,"Complete",168.676021788269
"HH00341",5,"South Africa","Urban",3,18,"Male","Secondary",10435,1,0,1,1,0,2.7,0,1,2025-01-04,"Complete",128.540918056387
"HH00342",42,"Botswana","Rural",4,18,"Male","Secondary",3182,3,1,0,0,0,3.2,1,3,2025-03-31,"Complete",91.6585703729652
"HH00343",148,"Zambia","Rural",3,43,"Female","Secondary",4039,2,1,1,0,1,3.4,1,1,2025-03-29,"Complete",79.2500121286139
"HH00344",116,"Zimbabwe","Rural",4,50,"Male","Primary",2019,2,1,1,0,1,NA,1,3,2025-03-07,"Complete",69.2561700707301
"HH00345",18,"South Africa","Rural",6,36,"Male","Tertiary",31997,1,1,1,0,0,3.1,1,3,2025-03-20,"Complete",173.747624282259
"HH00346",142,"Tanzania","Urban",8,68,"Male","Primary",3080,3,1,1,1,0,4.1,1,3,2025-03-27,"Partial",108.252197958063
"HH00347",90,"Botswana","Urban",4,33,"Male","Secondary",13263,1,1,0,0,0,5.8,1,0,2025-01-17,"Complete",110.69411970675
"HH00348",78,"Botswana","Urban",13,34,"Male","Tertiary",1788,5,1,1,0,0,1.1,1,4,2025-02-04,"Partial",57.0524031296372
"HH00349",156,"South Africa","Rural",6,20,"Female","No education",3716,4,0,1,0,1,1.8,0,2,2025-03-07,"Partial",191.469390620477
"HH00350",50,"Botswana","Rural",7,40,"Male","Secondary",19328,1,1,1,1,0,5.6,1,4,2025-01-29,"Complete",192.600511480123
"HH00351",226,"Mozambique","Rural",2,53,"Male","No education",4448,1,0,1,1,0,3.3,0,3,2025-02-20,"Complete",160.032850853167
"HH00352",211,"Zimbabwe","Rural",8,39,"Male","Secondary",25750,1,0,1,1,1,NA,1,4,2025-02-17,"Complete",153.287294355687
"HH00353",233,"Mozambique","Rural",9,23,"Female","No education",3941,3,1,1,0,0,1.4,0,2,2025-01-22,"Complete",94.1229604766704
"HH00354",110,"Zimbabwe","Rural",7,53,"Male","No education",9664,1,1,1,0,1,6.2,0,1,2025-03-26,"Complete",184.168325550854
"HH00355",91,"Zimbabwe","Urban",6,44,"Male","Primary",2025,4,0,1,1,0,5.6,0,0,2025-01-31,"Partial",133.786434703507
"HH00356",25,"Mozambique","Urban",6,50,"Male","Primary",9971,1,1,1,0,1,1.1,1,1,2025-03-02,"Partial",92.2145358636044
"HH00357",135,"Namibia","Rural",5,50,"Female","Tertiary",4349,1,1,1,0,1,9.4,1,1,2025-02-21,"Partial",177.975223609246
"HH00358",187,"Mozambique","Rural",2,38,"Female","Secondary",3747,1,1,1,0,0,9.5,0,0,2025-01-13,"Complete",146.254669234622
"HH00359",104,"Malawi","Rural",6,85,"Female","Tertiary",21540,2,1,1,0,1,2.3,0,2,2025-03-09,"Complete",51.5714970766567
"HH00360",199,"South Africa","Rural",4,47,"Female","Secondary",1597,1,1,1,0,0,5,0,4,2025-02-18,"Complete",95.9558059927076
"HH00361",203,"Botswana","Rural",4,49,"Male","Secondary",9239,1,1,1,1,0,6.1,0,0,2025-03-11,"Complete",91.0039052483626
"HH00362",104,"Mozambique","Rural",2,46,"Male","Primary",2731,0,1,1,0,0,5.2,1,1,2025-03-18,"Complete",119.961038522888
"HH00363",134,"Namibia","Urban",4,43,"Male","Primary",2193,1,1,0,1,0,3.4,0,2,2025-03-25,"Complete",141.743824863806
"HH00364",12,"Tanzania","Rural",5,76,"Female","Secondary",8421,2,1,1,0,1,2.1,0,4,2025-03-14,"Complete",81.0232913703658
"HH00365",225,"South Africa","Urban",5,85,"Male","No education",3221,1,1,0,1,0,11.3,1,2,2025-01-04,"Complete",117.453229881357
"HH00366",184,"Tanzania","Urban",7,50,"Male","Secondary",16706,2,0,1,0,0,1.2,0,1,2025-03-13,"Complete",169.372784323059
"HH00367",158,"Zambia","Rural",4,38,"Male","Primary",2359,1,1,0,1,0,4.6,1,1,2025-02-05,"Complete",199.179534160066
"HH00368",10,"South Africa","Rural",4,34,"Male","No education",1239,1,1,1,0,0,7,0,3,2025-02-06,"Complete",70.2779693296179
"HH00369",177,"Zambia","Rural",5,18,"Male","Primary",1972,1,0,1,1,0,4.2,1,1,2025-01-18,"Complete",56.6441758070141
"HH00370",187,"South Africa","Rural",5,76,"Female","Secondary",11459,0,1,1,1,0,0.8,1,7,2025-02-08,"Complete",181.395634415094
"HH00371",246,"Malawi","Rural",5,40,"Male","No education",8045,2,1,1,1,0,2.4,0,2,2025-02-22,"Partial",103.844049468171
"HH00372",119,"South Africa","Rural",6,20,"Male","Primary",3233,0,1,0,0,0,5.9,0,6,2025-03-15,"Complete",96.2207135977224
"HH00373",59,"South Africa","Rural",2,41,"Male","Tertiary",51071,0,0,1,1,0,3.2,0,1,2025-01-29,"Complete",135.481436294504
"HH00374",44,"Botswana","Rural",2,19,"Male","No education",4022,1,1,1,1,0,2.3,1,2,2025-02-16,"Complete",135.028095333837
"HH00375",41,"Namibia","Rural",5,62,"Female","Primary",4380,0,1,1,0,0,0.9,0,0,2025-01-14,"Complete",162.240150733851
"HH00376",195,"Mozambique","Rural",3,44,"Male","Secondary",10795,1,0,1,0,1,4.5,1,1,2025-01-08,"Complete",132.27572273463
