"id","province","area","psu_id","income","household_size","has_electricity","employment_status","education_years","dwelling_type","water_access","internet_access","health_insurance","chronic_illness","known_pop_province","known_pop_area","stratum","psu_size"
202,"Gauteng","Urban",99,39805.2,1,1,"Not in Labor Force",8,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",45
203,"Limpopo","Urban",70,45628.8,9,1,"Employed",8,"Formal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",57
204,"Gauteng","Urban",109,82834.2,2,1,"Not in Labor Force",10,"Informal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",56
205,"Western Cape","Urban",7,9972.2,4,0,"Employed",12,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",40
206,"Gauteng","Urban",8,65973.6,7,1,"Employed",12,"Informal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",51
207,"KZN","Urban",75,75819.2,5,0,"Employed",13,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",50
208,"KZN","Rural",70,20797,6,0,"Not in Labor Force",15,"Formal","Piped",1,0,1,11500000,13300000,"KZN_Rural",57
209,"Gauteng","Urban",188,32643,7,0,"Employed",10,"Informal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",49
210,"Limpopo","Rural",88,3866.4,7,0,"Not in Labor Force",8,"Traditional","Public_Tap",1,0,1,5800000,13300000,"Limpopo_Rural",47
211,"KZN","Urban",22,46422.4,7,1,"Employed",7,"Informal","Well",1,0,0,11500000,24500000,"KZN_Urban",53
212,"Western Cape","Urban",66,63075.1,6,1,"Employed",6,"Informal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",47
213,"KZN","Rural",66,327804,5,1,"Employed",8,"Formal","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",47
214,"KZN","Urban",179,12691.2,6,1,"Unemployed",12,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",62
215,"Western Cape","Rural",71,44422.4,3,1,"Unemployed",11,"Informal","Public_Tap",0,1,1,4700000,13300000,"Western Cape_Rural",55
216,"KZN","Urban",134,22723.2,5,0,"Not in Labor Force",18,"Traditional","Piped",0,0,0,11500000,24500000,"KZN_Urban",37
217,"Gauteng","Urban",24,80533.8,3,1,"Employed",17,"Traditional","Well",0,0,0,15800000,24500000,"Gauteng_Urban",59
218,"Limpopo","Rural",129,29655.9,6,0,"Not in Labor Force",12,"Informal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",55
219,"Gauteng","Urban",169,118967.4,3,0,"Not in Labor Force",7,"Formal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",46
220,"Gauteng","Rural",153,35359.2,3,1,"Not in Labor Force",5,"Formal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",48
221,"Gauteng","Rural",109,4152,4,0,"Not in Labor Force",13,"Informal","Public_Tap",0,1,0,15800000,13300000,"Gauteng_Rural",56
222,"KZN","Urban",128,66825.6,7,0,"Employed",8,"Informal","Piped",0,0,0,11500000,24500000,"KZN_Urban",40
223,"Western Cape","Urban",81,23160.8,4,1,"Employed",6,"Traditional","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",52
224,"KZN","Urban",37,16497.6,5,1,"Not in Labor Force",13,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",53
225,"Gauteng","Urban",51,60991.2,5,1,"Employed",7,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",49
226,"Western Cape","Urban",46,9742.7,9,0,"Employed",14,"Traditional","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",57
227,"KZN","Urban",132,4804.8,5,1,"Not in Labor Force",19,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",67
228,"Western Cape","Urban",131,7619.4,2,1,"Employed",13,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",54
229,"Gauteng","Urban",106,14265,6,0,"Employed",9,"Formal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",49
230,"KZN","Urban",100,43080,3,1,"Employed",8,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",60
231,"Gauteng","Urban",36,3468.6,4,0,"Unemployed",10,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",45
232,"Gauteng","Urban",56,100186.2,4,1,"Unemployed",14,"Informal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",53
233,"Western Cape","Rural",30,19343.5,1,1,"Employed",10,"Formal","Piped",1,0,1,4700000,13300000,"Western Cape_Rural",49
234,"Gauteng","Rural",120,14996.4,2,1,"Not in Labor Force",5,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",52
235,"Limpopo","Rural",169,19866.6,6,1,"Employed",8,"Formal","Piped",1,1,1,5800000,13300000,"Limpopo_Rural",46
236,"Western Cape","Urban",178,13052.6,6,1,"Not in Labor Force",8,"Informal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",48
237,"KZN","Urban",44,29944,5,1,"Employed",10,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",43
238,"Gauteng","Urban",168,16189.2,2,1,"Not in Labor Force",14,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",61
239,"Limpopo","Urban",29,16258.2,3,1,"Unemployed",13,"Informal","Well",0,0,1,5800000,24500000,"Limpopo_Urban",50
240,"Western Cape","Urban",178,22470.6,5,0,"Not in Labor Force",5,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",48
241,"KZN","Urban",46,31016,5,1,"Not in Labor Force",8,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",57
242,"Gauteng","Rural",198,20149.2,8,1,"Employed",12,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",43
243,"KZN","Urban",104,19865.6,5,1,"Employed",6,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",53
244,"KZN","Urban",14,9512,2,1,"Not in Labor Force",4,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",46
245,"Gauteng","Urban",66,92606.4,7,1,"Unemployed",8,"Traditional","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",47
246,"Gauteng","Urban",43,7176.6,5,1,"Not in Labor Force",11,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",55
247,"KZN","Urban",186,72627.2,3,1,"Not in Labor Force",12,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",49
248,"Limpopo","Urban",118,45654,10,0,"Not in Labor Force",12,"Informal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",47
249,"Gauteng","Rural",76,14592,4,1,"Unemployed",11,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",42
250,"Limpopo","Urban",83,92376.2,6,0,"Employed",11,"Traditional","Piped",1,0,1,5800000,24500000,"Limpopo_Urban",59
251,"KZN","Urban",27,19921.6,6,1,"Not in Labor Force",13,"Informal","Piped",1,0,1,11500000,24500000,"KZN_Urban",52
252,"Gauteng","Rural",180,14846.4,4,1,"Employed",13,"Formal","Piped",1,1,1,15800000,13300000,"Gauteng_Rural",41
253,"Gauteng","Rural",153,51154.8,2,1,"Employed",6,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",48
254,"KZN","Urban",106,5574.4,8,1,"Employed",3,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",49
255,"Gauteng","Urban",167,43169.4,5,1,"Unemployed",12,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",57
256,"KZN","Urban",123,52318.4,1,1,"Not in Labor Force",9,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",64
257,"Gauteng","Rural",181,98305.2,6,1,"Employed",12,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",43
258,"Gauteng","Rural",48,3369.6,5,0,"Unemployed",11,"Formal","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",60
259,"Limpopo","Urban",52,237885.2,8,1,"Not in Labor Force",12,"Informal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",73
260,"Gauteng","Urban",11,15669,4,1,"Unemployed",13,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",59
261,"Gauteng","Urban",181,46839.6,5,0,"Employed",7,"Informal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",43
262,"Gauteng","Rural",74,4032,3,1,"Employed",9,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",46
263,"KZN","Rural",123,43332,3,1,"Employed",10,"Formal","Well",1,1,0,11500000,13300000,"KZN_Rural",64
264,"Limpopo","Urban",68,9592.8,3,1,"Employed",6,"Formal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",58
265,"Gauteng","Rural",107,29998.8,4,1,"Not in Labor Force",10,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",45
266,"KZN","Urban",37,24627.2,7,1,"Not in Labor Force",9,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",53
267,"KZN","Urban",162,59678.4,4,1,"Employed",6,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",41
268,"Gauteng","Urban",142,165171.6,6,1,"Employed",12,"Traditional","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",49
269,"Western Cape","Rural",149,11819.5,7,1,"Not in Labor Force",11,"Formal","Piped",1,1,0,4700000,13300000,"Western Cape_Rural",53
270,"Western Cape","Urban",34,171711.9,4,1,"Employed",15,"Formal","Well",1,0,1,4700000,24500000,"Western Cape_Urban",54
271,"Gauteng","Urban",97,32317.2,5,0,"Not in Labor Force",12,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",52
272,"Gauteng","Rural",121,7419.6,4,1,"Unemployed",13,"Traditional","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",46
273,"Gauteng","Rural",66,4315.2,5,0,"Not in Labor Force",8,"Formal","Well",0,1,0,15800000,13300000,"Gauteng_Rural",47
274,"Gauteng","Urban",117,124329.6,6,0,"Employed",12,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",47
275,"Limpopo","Rural",42,8912.7,9,1,"Employed",9,"Formal","Public_Tap",1,0,1,5800000,13300000,"Limpopo_Rural",54
276,"KZN","Rural",41,31268,6,1,"Not in Labor Force",8,"Informal","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",46
277,"KZN","Rural",18,39080,4,1,"Not in Labor Force",12,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",62
278,"Gauteng","Urban",130,6591.6,6,1,"Employed",12,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",67
279,"KZN","Rural",158,106478,1,0,"Employed",8,"Informal","Well",0,0,0,11500000,13300000,"KZN_Rural",59
280,"Western Cape","Urban",162,27519.6,4,1,"Employed",11,"Formal","Piped",1,1,1,4700000,24500000,"Western Cape_Urban",41
281,"Limpopo","Urban",124,18414.2,2,1,"Employed",9,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",55
282,"KZN","Urban",171,39907.2,4,1,"Employed",9,"Informal","Piped",1,0,0,11500000,24500000,"KZN_Urban",50
283,"Gauteng","Urban",29,54457.2,3,0,"Not in Labor Force",8,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",50
284,"KZN","Urban",83,52376,6,0,"Not in Labor Force",5,"Traditional","Piped",0,0,0,11500000,24500000,"KZN_Urban",59
285,"Gauteng","Rural",23,367192.8,8,0,"Not in Labor Force",10,"Informal","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",52
286,"KZN","Rural",60,8357,3,1,"Not in Labor Force",12,"Traditional","Well",1,0,0,11500000,13300000,"KZN_Rural",33
287,"Western Cape","Rural",198,39942.1,9,1,"Not in Labor Force",8,"Formal","Public_Tap",0,1,0,4700000,13300000,"Western Cape_Rural",43
288,"Western Cape","Rural",56,29393.1,4,1,"Not in Labor Force",9,"Formal","Other",1,1,1,4700000,13300000,"Western Cape_Rural",53
289,"Limpopo","Urban",194,82875.8,1,1,"Not in Labor Force",11,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",50
290,"Gauteng","Rural",165,39516,5,1,"Employed",14,"Formal","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",53
291,"Limpopo","Urban",166,32681.6,7,1,"Not in Labor Force",8,"Formal","Well",1,0,0,5800000,24500000,"Limpopo_Urban",40
292,"Western Cape","Rural",92,7382.1,4,0,"Employed",5,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",53
293,"Western Cape","Urban",77,7682.3,5,1,"Not in Labor Force",10,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",47
294,"Limpopo","Rural",165,7164,4,1,"Not in Labor Force",10,"Traditional","Well",1,0,0,5800000,13300000,"Limpopo_Rural",53
295,"KZN","Urban",170,7120,8,0,"Employed",10,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",52
296,"KZN","Rural",170,52137,6,1,"Not in Labor Force",9,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",52
297,"Limpopo","Urban",82,201881.4,4,1,"Employed",12,"Traditional","Well",0,1,1,5800000,24500000,"Limpopo_Urban",51
298,"Limpopo","Rural",142,128961.9,5,1,"Not in Labor Force",18,"Traditional","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",49
299,"Western Cape","Urban",24,133672.7,3,1,"Employed",13,"Formal","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",59
300,"Gauteng","Urban",161,84353.4,7,0,"Unemployed",12,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",45
301,"Gauteng","Rural",90,34394.4,5,1,"Employed",10,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",50
302,"KZN","Urban",31,102897.6,7,0,"Employed",13,"Formal","Well",1,0,1,11500000,24500000,"KZN_Urban",50
303,"KZN","Urban",173,9291.2,4,1,"Unemployed",10,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",35
304,"Limpopo","Rural",96,9078.3,4,1,"Not in Labor Force",15,"Formal","Well",1,0,0,5800000,13300000,"Limpopo_Rural",52
305,"Western Cape","Urban",87,194633,4,1,"Not in Labor Force",8,"Informal","Public_Tap",0,0,1,4700000,24500000,"Western Cape_Urban",47
306,"Gauteng","Rural",68,8563.2,6,1,"Not in Labor Force",19,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",58
307,"Western Cape","Urban",168,7170.6,1,1,"Not in Labor Force",8,"Formal","Public_Tap",1,0,1,4700000,24500000,"Western Cape_Urban",61
308,"KZN","Urban",53,23363.2,9,0,"Not in Labor Force",9,"Traditional","Well",1,0,0,11500000,24500000,"KZN_Urban",50
309,"Gauteng","Urban",68,42751.8,7,1,"Employed",11,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",58
310,"Limpopo","Rural",68,19428.3,4,1,"Employed",12,"Formal","Piped",1,1,1,5800000,13300000,"Limpopo_Rural",58
311,"Gauteng","Urban",116,123953.4,3,1,"Not in Labor Force",5,"Formal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",50
312,"Gauteng","Urban",55,30969,2,1,"Not in Labor Force",8,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",41
313,"KZN","Rural",123,254908,6,1,"Employed",15,"Traditional","Piped",1,1,0,11500000,13300000,"KZN_Rural",64
314,"KZN","Urban",30,48496,10,1,"Not in Labor Force",10,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",49
315,"KZN","Rural",98,42780,5,0,"Employed",7,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",59
316,"Gauteng","Rural",46,8750.4,5,1,"Not in Labor Force",13,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",57
317,"Gauteng","Rural",82,3302.4,2,1,"Unemployed",11,"Informal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",51
318,"Western Cape","Rural",183,38439.5,4,1,"Employed",8,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",51
319,"KZN","Urban",198,15604.8,3,0,"Not in Labor Force",8,"Traditional","Piped",1,0,0,11500000,24500000,"KZN_Urban",43
320,"Gauteng","Urban",66,105343.2,6,1,"Employed",4,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",47
321,"Western Cape","Rural",108,17309.6,7,0,"Employed",13,"Formal","Public_Tap",0,0,0,4700000,13300000,"Western Cape_Rural",48
322,"KZN","Urban",147,10673.6,5,1,"Employed",10,"Traditional","Other",1,1,0,11500000,24500000,"KZN_Urban",54
323,"KZN","Rural",120,46113,3,1,"Employed",12,"Traditional","Piped",1,1,0,11500000,13300000,"KZN_Rural",52
324,"Western Cape","Urban",87,106295.9,4,1,"Unemployed",5,"Formal","Well",0,1,0,4700000,24500000,"Western Cape_Urban",47
325,"KZN","Urban",106,63771.2,3,1,"Employed",9,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",49
326,"KZN","Urban",184,74584,5,0,"Employed",9,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",47
327,"Western Cape","Urban",6,63360.7,4,1,"Employed",10,"Informal","Other",1,0,0,4700000,24500000,"Western Cape_Urban",48
328,"Western Cape","Rural",45,36461.7,3,1,"Not in Labor Force",12,"Formal","Well",1,0,1,4700000,13300000,"Western Cape_Rural",54
329,"KZN","Rural",50,24643,4,0,"Employed",11,"Formal","Piped",1,1,1,11500000,13300000,"KZN_Rural",46
330,"Gauteng","Rural",15,15337.2,4,0,"Employed",7,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",42
331,"Gauteng","Urban",62,36518.4,6,1,"Not in Labor Force",6,"Informal","Other",0,0,0,15800000,24500000,"Gauteng_Urban",51
332,"Western Cape","Rural",49,1463,3,1,"Employed",10,"Formal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",51
333,"KZN","Urban",111,43464,6,1,"Unemployed",8,"Traditional","Piped",0,1,0,11500000,24500000,"KZN_Urban",45
334,"Limpopo","Urban",71,66400.6,3,1,"Not in Labor Force",14,"Formal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",55
335,"Gauteng","Urban",149,5878.8,10,1,"Not in Labor Force",13,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",53
336,"KZN","Rural",128,106301,10,1,"Employed",13,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",40
337,"Western Cape","Rural",130,9423.7,1,0,"Employed",10,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",67
338,"Western Cape","Rural",160,47851.1,6,0,"Employed",14,"Formal","Public_Tap",1,0,0,4700000,13300000,"Western Cape_Rural",41
339,"Western Cape","Urban",197,42003.6,4,1,"Not in Labor Force",11,"Formal","Public_Tap",1,0,1,4700000,24500000,"Western Cape_Urban",50
340,"Western Cape","Rural",46,5024.8,4,1,"Unemployed",17,"Formal","Public_Tap",1,1,0,4700000,13300000,"Western Cape_Rural",57
341,"KZN","Urban",65,6243.2,4,1,"Unemployed",11,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",42
342,"KZN","Urban",132,22160,6,1,"Not in Labor Force",8,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",67
343,"Limpopo","Rural",16,43205.4,6,1,"Not in Labor Force",7,"Formal","Public_Tap",0,0,0,5800000,13300000,"Limpopo_Rural",53
344,"Western Cape","Urban",74,10055.5,2,1,"Not in Labor Force",9,"Formal","Public_Tap",0,1,0,4700000,24500000,"Western Cape_Urban",46
345,"Gauteng","Urban",137,120488.4,2,1,"Not in Labor Force",10,"Informal","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",61
346,"KZN","Rural",122,23537,5,1,"Not in Labor Force",10,"Formal","Piped",0,1,1,11500000,13300000,"KZN_Rural",54
347,"KZN","Urban",14,14344,3,1,"Unemployed",13,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",46
348,"KZN","Urban",74,17888,5,1,"Employed",12,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",46
349,"Limpopo","Urban",41,345716,3,1,"Employed",16,"Formal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",46
350,"KZN","Urban",16,20356.8,2,1,"Employed",6,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",53
351,"Western Cape","Urban",180,35725.5,6,1,"Not in Labor Force",13,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",41
352,"KZN","Urban",188,63558.4,4,1,"Unemployed",6,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",49
353,"Western Cape","Urban",45,93007,5,1,"Unemployed",6,"Formal","Public_Tap",1,1,0,4700000,24500000,"Western Cape_Urban",54
354,"Limpopo","Rural",154,20943,5,1,"Employed",5,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",46
355,"KZN","Rural",36,15485,6,1,"Employed",10,"Formal","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",45
356,"Gauteng","Urban",120,14140.8,7,1,"Not in Labor Force",10,"Informal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",52
357,"Limpopo","Rural",80,10633.5,3,1,"Employed",8,"Informal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",47
358,"Limpopo","Rural",68,5967.9,2,1,"Not in Labor Force",6,"Formal","Public_Tap",1,0,0,5800000,13300000,"Limpopo_Rural",58
359,"KZN","Rural",14,43184,4,1,"Unemployed",9,"Informal","Piped",1,0,1,11500000,13300000,"KZN_Rural",46
360,"Limpopo","Rural",109,15183.9,6,1,"Not in Labor Force",5,"Informal","Public_Tap",0,1,1,5800000,13300000,"Limpopo_Rural",56
361,"Limpopo","Urban",16,38823.4,5,0,"Not in Labor Force",17,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",53
362,"Gauteng","Urban",167,20437.2,4,1,"Employed",7,"Traditional","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",57
363,"KZN","Urban",131,11364.8,6,1,"Employed",15,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",54
364,"Limpopo","Rural",120,9645.3,2,1,"Not in Labor Force",9,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",52
365,"Limpopo","Urban",173,87581.2,6,0,"Employed",11,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",35
366,"Limpopo","Rural",155,55391.4,5,1,"Employed",8,"Formal","Public_Tap",0,0,0,5800000,13300000,"Limpopo_Rural",41
367,"Gauteng","Rural",140,62557.2,6,1,"Employed",8,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",54
368,"KZN","Urban",34,59995.2,3,0,"Employed",11,"Formal","Well",0,1,1,11500000,24500000,"KZN_Urban",54
369,"KZN","Urban",67,65641.6,2,1,"Unemployed",6,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",40
370,"Limpopo","Urban",105,3564.4,7,1,"Employed",9,"Informal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",60
371,"Limpopo","Rural",144,110102.4,3,0,"Employed",8,"Formal","Well",0,0,1,5800000,13300000,"Limpopo_Rural",44
372,"Western Cape","Rural",61,27392.2,3,1,"Employed",7,"Formal","Public_Tap",0,1,0,4700000,13300000,"Western Cape_Rural",53
373,"Limpopo","Rural",171,10993.5,1,1,"Employed",6,"Formal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",50
374,"Gauteng","Rural",26,92768.4,7,1,"Employed",9,"Informal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",43
375,"KZN","Rural",44,1520,6,1,"Not in Labor Force",10,"Formal","Well",0,0,1,11500000,13300000,"KZN_Rural",43
376,"KZN","Urban",181,11276.8,9,1,"Not in Labor Force",13,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",43
377,"Gauteng","Urban",52,38455.2,6,0,"Employed",9,"Traditional","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",73
378,"Gauteng","Urban",83,5365.8,5,1,"Not in Labor Force",17,"Formal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",59
379,"Limpopo","Urban",145,43019.2,5,1,"Employed",11,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",58
380,"Gauteng","Urban",138,36064.8,2,1,"Employed",7,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",46
381,"Gauteng","Urban",30,483661.8,6,0,"Employed",6,"Traditional","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",49
382,"Gauteng","Urban",97,28609.2,5,1,"Not in Labor Force",11,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",52
383,"Gauteng","Rural",170,73436.4,3,0,"Employed",4,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",52
384,"Limpopo","Urban",173,3823.4,3,1,"Unemployed",2,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",35
385,"Limpopo","Urban",49,15717.8,2,1,"Employed",9,"Informal","Public_Tap",0,1,0,5800000,24500000,"Limpopo_Urban",51
386,"KZN","Urban",94,3750.4,8,1,"Not in Labor Force",8,"Formal","Public_Tap",0,0,1,11500000,24500000,"KZN_Urban",52
387,"Western Cape","Urban",155,49708,3,1,"Employed",12,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",41
388,"KZN","Urban",52,8105.6,3,1,"Unemployed",16,"Informal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",73
